"","county","state","pop_county","area","num_county","pop_state","rep_vote","rep_vote_pct","dem_vote","dem_vote_pct","third_pct","X","STATE","COUNTY","TOT_POP","total_hispanic_2020","total_hispanic_2010"
"2035","Muscatine","Iowa",43235,439,99,3190369,10823,0.525,9372,0.454,0.021,852,19,139,43242,8045,6803
"2036","Muscogee","Georgia",206922,216,159,10711908,49446,0.614,30107,0.374,0.012,486,13,215,206922,16395,12110
"2037","Muskegon","Michigan",175824,1459,83,10077331,45643,0.494,45133,0.488,0.018,1285,26,121,175814,10639,8261
"2038","Muskingum","Ohio",86410,664.63,88,11799448,27867,0.689,11971,0.296,0.0150000000000001,2096,39,119,86412,1139,650
"2039","Muskogee","Oklahoma",66339,814,77,3959353,16526,0.659,8027,0.32,0.021,2175,40,101,66344,4613,3688
"2040","Musselshell","Montana",4730,1867,56,1084225,2423,0.841,413,0.143,0.016,1624,30,65,4732,181,118
"2041","Nacogdoches","Texas",64653,947,254,29145504,17378,0.649,9000,0.336,0.015,2690,48,347,64651,13138,11356
"2042","Nance","Nebraska",3380,441,93,1961504,1437,0.786,359,0.196,0.018,1710,31,125,3377,108,65
"2043","Nantucket","Massachusetts",14255,48,14,7029917,5241,0.72,1914,0.263,0.017,1220,25,19,14251,2130,957
"2044","Napa","California",138019,754,58,39538224,49817,0.691,20676,0.287,0.0220000000000001,215,6,55,138024,48199,44010
"2045","Nash","North Carolina",94970,543,100,10439388,25827,0.495,25947,0.497,0.008,1947,37,127,94967,7069,6015
"2046","Nassau","Florida",90352,652,67,21538088,42566,0.724,15564,0.265,0.011,358,12,89,90355,4407,2380
