"","county","state","pop_county","area","num_county","pop_state","rep_vote","rep_vote_pct","dem_vote","dem_vote_pct","third_pct","X","STATE","COUNTY","TOT_POP","total_hispanic_2020","total_hispanic_2010"
"2727","Sullivan","New Hampshire",43063,537,10,1377529,12390,0.508,11508,0.472,0.02,1767,33,19,43064,787,493
"2728","Sullivan","New York",78624,997,62,20201248,15489,0.447,18665,0.539,0.0139999999999999,1874,36,105,78617,13503,10554
"2729","Sullivan","Pennsylvania",5840,452,67,13002700,921,0.256,2619,0.729,0.015,2294,42,113,5832,131,92
"2730","Sullivan","Tennessee",158163,413,95,6910840,55860,0.751,17272,0.232,0.017,2503,47,163,158161,3415,2321
"2731","Sully","South Dakota",1446,1007,66,886667,726,0.781,185,0.199,NA,2414,46,119,1448,41,12
"2732","Summers","West Virginia",11959,361,55,1793716,4074,0.729,1448,0.259,0.012,3030,54,89,11968,216,189
"2733","Summit","Colorado",31055,618.91998,64,5773714,12631,0.684,5322,0.288,0.028,305,8,117,31052,4599,3989
"2734","Summit","Ohio",540428,419.38,88,11799448,124833,0.445,151668,0.541,0.0139999999999999,2113,39,153,540436,12978,8660
"2735","Summit","Utah",42357,1882,29,3271616,10252,0.393,15244,0.584,0.023,2792,49,43,42364,4700,4190
"2736","Sumner","Kansas",22382,1182,105,2937880,8105,0.742,2591,0.237,0.021,977,20,191,22392,1303,1097
"2737","Sumner","Tennessee",196281,529,95,6910840,63454,0.685,27680,0.299,0.016,2504,47,165,196281,10897,6308
"2738","Sumter","Alabama",12345,903.89001,67,5024279,1598,0.254,4648,0.74,0.006,60,1,119,12348,169,86
"2739","Sumter","Florida",129752,546,67,21538088,62761,0.679,29341,0.317,0.0039999999999999,373,12,119,129751,7931,5582
"2740","Sumter","Georgia",29616,485,159,10711908,6314,0.52,5733,0.472,0.008,509,13,261,29612,1798,1717
"2741","Sumter","South Carolina",105556,682,46,5118425,21000,0.429,27379,0.56,0.0109999999999999,2352,45,85,105554,4504,3532
"2742","Sunflower","Mississippi",25971,694,82,2961279,2799,0.289,6781,0.7,0.0110000000000001,1461,28,133,25973,475,404
"2743","Surry","North Carolina",71359,538,100,10439388,27538,0.753,8721,0.238,0.009,1969,37,171,71367,8146,7155
"2744","Surry","Virginia",6561,279,133,8631393,2397,0.537,2025,0.454,0.009,2934,51,181,6558,183,86
"2745","Susquehanna","Pennsylvania",38434,832,67,13002700,6236,0.287,15207,0.699,0.0140000000000001,2295,42,115,38423,702,564
"2746","Sussex","Delaware",237378,1196,3,989948,56682,0.438,71230,0.551,0.011,312,10,5,237380,22514,16954
"2747","Sussex","New Jersey",144221,521,21,9288994,34481,0.392,51698,0.588,0.02,1786,34,37,144231,13668,9617
"2748","Sussex","Virginia",10829,491,133,8631393,2827,0.556,2219,0.437,0.007,2935,51,183,10831,379,268
"2749","Sutter","California",99633,603,58,39538224,17367,0.407,24375,0.572,0.021,238,6,101,99631,31978,27251
"2750","Sutton","Texas",3372,1454,254,29145504,1222,0.785,322,0.207,0.008,2734,48,435,3372,2209,2459
"2751","Suwannee","Florida",43474,688,67,21538088,16410,0.779,4485,0.213,0.008,374,12,121,43472,4440,3596
"2752","Swain","North Carolina",14117,541,100,10439388,4161,0.59,2780,0.394,0.016,1970,37,173,14115,962,540
"2753","Sweet Grass","Montana",3678,1855,56,1084225,1840,0.752,549,0.224,0.024,1640,30,97,3677,98,51
"2754","Sweetwater","Wyoming",42272,10426,23,576851,12229,0.74,3823,0.231,0.029,3131,56,37,42267,6846,6689
"2755","Swift","Minnesota",9838,743.53003,87,5706494,1784,0.344,3316,0.64,0.016,1383,27,151,9835,534,350
"2756","Swisher","Texas",6971,900,254,29145504,1845,0.783,478,0.203,0.014,2735,48,437,6971,3161,3149
"2757","Switzerland","Indiana",9737,221,92,6785528,3133,0.755,964,0.232,0.013,768,18,155,9753,201,147
"2758","Talbot","Georgia",5733,393,159,10711908,2114,0.6,1392,0.395,0.005,510,13,263,5735,182,91
"2759","Talbot","Maryland",37526,611,24,6177224,11062,0.494,10946,0.489,0.017,1207,24,41,37520,2681,2073
"2760","Taliaferro","Georgia",1559,195,159,10711908,561,0.605,360,0.388,0.007,511,13,265,1562,85,35
"2761","Talladega","Alabama",82149,736.78003,67,5024279,22235,0.624,13138,0.369,0.007,61,1,121,82152,2033,1671
"2762","Tallahatchie","Mississippi",12715,644,82,2961279,2488,0.438,3105,0.546,0.016,1462,28,135,12715,714,866
"2763","Tallapoosa","Alabama",41311,716.52002,67,5024279,14963,0.714,5859,0.28,0.006,62,1,123,41316,1018,1042
"2764","Tama","Iowa",17135,721,99,3190369,5303,0.588,3577,0.396,0.016,868,19,171,17130,1956,1320
"2765","Taney","Missouri",56066,651,115,6154913,20508,0.781,5339,0.203,0.016,1583,29,213,56058,3559,2494
"2766","Tangipahoa Parish","Louisiana",133157,823,64,4657757,37806,0.656,18887,0.328,0.016,1159,22,105,133149,6186,4260
"2767","Taos","New Mexico",34489,2203,33,2117522,13121,0.764,3715,0.216,0.02,1818,35,55,34488,19606,18381
"2768","Tarrant","Texas",2110640,864,254,29145504,409741,0.491,411567,0.493,0.016,2736,48,439,2110608,627043,482977
"2769","Tate","Mississippi",28064,404,82,2961279,8707,0.665,4183,0.319,0.016,1463,28,137,28066,924,639
"2770","Tattnall","Georgia",22842,484,159,10711908,2062,0.252,6054,0.74,0.008,512,13,267,24287,3060,2502
"2771","Taylor","Florida",21796,1042,67,21538088,7751,0.766,2299,0.227,0.007,375,12,123,21800,929,777
"2772","Taylor","Georgia",7816,378,159,10711908,1388,0.361,2420,0.63,0.009,513,13,269,7816,222,164
"2773","Taylor","Iowa",5896,534,99,3190369,2463,0.76,746,0.23,0.01,869,19,173,5896,514,364
"2774","Taylor","Kentucky",26023,270,120,4505836,9376,0.749,2963,0.237,0.014,1095,21,217,26019,651,433
"2775","Taylor","Texas",143208,916,254,29145504,39547,0.718,14588,0.265,0.017,2737,48,441,143205,36584,29074
"2776","Taylor","West Virginia",16705,173,55,1793716,5477,0.742,1796,0.243,0.015,3031,54,91,16701,156,143
"2777","Taylor","Wisconsin",19913,974.88,72,5893718,2693,0.252,7657,0.717,0.031,3101,55,119,19915,486,316
"2778","Tazewell","Illinois",131343,646,102,12812508,24819,0.359,42513,0.616,0.025,678,17,179,131334,3351,2514
"2779","Tazewell","Virginia",40429,520,133,8631393,3205,0.159,16731,0.833,0.008,2936,51,185,40439,453,296
"2780","Tehama","California",65829,2951,58,39538224,8911,0.31,19141,0.666,0.0239999999999999,239,6,103,65831,17473,13906
"2781","Telfair","Georgia",12477,441,159,10711908,1488,0.343,2825,0.652,0.005,514,13,271,12477,2161,2026
"2782","Teller","Colorado",24710,558.58002,64,5773714,5278,0.312,11241,0.664,0.0239999999999999,306,8,119,24711,1967,1294
"2783","Tensas Parish","Louisiana",4147,641,64,4657757,1197,0.469,1329,0.52,0.011,1160,22,107,4147,106,65
"2784","Terrebonne Parish","Louisiana",109580,2080,64,4657757,34339,0.743,11198,0.242,0.015,1161,22,109,109583,5755,4421
"2785","Terrell","Georgia",9185,336,159,10711908,2376,0.538,2004,0.454,0.008,515,13,273,9184,276,157
"2786","Terrell","Texas",760,2358,254,29145504,334,0.729,119,0.26,0.011,2738,48,443,760,403,467
"2787","Terry","Texas",11831,890,254,29145504,2812,0.779,757,0.21,0.011,2739,48,445,11832,6745,6211
"2788","Teton","Idaho",11630,450,44,1839106,2858,0.45,3318,0.523,0.027,585,16,81,11633,1917,1721
"2789","Teton","Montana",6226,2273,56,1084225,2608,0.709,1007,0.274,0.017,1641,30,99,6230,95,76
"2790","Teton","Wyoming",23331,4008,23,576851,4341,0.299,9848,0.678,0.023,3132,56,39,23323,3505,3191
"2791","Texas","Missouri",24487,632,115,6154913,9478,0.838,1716,0.152,0.01,1584,29,215,24495,566,425
"2792","Texas","Oklahoma",21384,2037,77,3959353,4505,0.816,894,0.162,0.022,2194,40,139,21386,10178,8659
"2793","Thayer","Nebraska",5034,575,93,1961504,2308,0.774,624,0.209,0.017,1732,31,169,5032,158,76
"2794","Thomas","Georgia",45798,548,159,10711908,8708,0.398,12969,0.593,0.009,516,13,275,45806,1762,1275
"2795","Thomas","Kansas",7930,1075,105,2937880,3130,0.822,625,0.164,0.014,978,20,193,7933,599,370
"2796","Thomas","Nebraska",669,713,93,1961504,377,0.883,45,0.105,0.012,1733,31,171,668,21,12
"2797","Throckmorton","Texas",1440,912,254,29145504,806,0.902,82,0.092,0.006,2740,48,447,1442,193,152
"2798","Thurston","Nebraska",6773,394,93,1961504,1180,0.508,1122,0.483,0.009,1734,31,173,6769,524,190
"2799","Thurston","Washington",294793,722,39,7705281,96608,0.579,65277,0.391,0.03,2980,53,67,294797,28714,17787
"2800","Tift","Georgia",41344,265,159,10711908,5318,0.327,10784,0.662,0.011,517,13,277,41347,5190,4037
"2801","Tillamook","Oregon",27390,1102,36,4237256,8066,0.48,8354,0.497,0.023,2230,41,57,27393,2926,2284
"2802","Tillman","Oklahoma",6968,872,77,3959353,2076,0.767,597,0.22,0.013,2195,40,141,6967,2013,1783
"2803","Tioga","New York",48455,523,62,20201248,9634,0.385,14791,0.591,0.024,1875,36,107,48461,1036,694
"2804","Tioga","Pennsylvania",41045,1137,67,13002700,4955,0.235,15742,0.747,0.018,2296,42,117,41046,537,437
"2805","Tippah","Mississippi",21815,458,82,2961279,8054,0.797,1937,0.192,0.011,1464,28,139,21810,1034,985
"2806","Tippecanoe","Indiana",186251,500,92,6785528,34581,0.484,35017,0.49,0.026,769,18,157,186249,16551,12947
"2807","Tipton","Indiana",15359,261,92,6785528,6110,0.753,1834,0.226,0.021,770,18,159,15355,458,346
"2808","Tipton","Tennessee",60970,459,95,6910840,20070,0.735,6837,0.25,0.015,2505,47,167,60979,1760,1269
"2809","Tishomingo","Mississippi",18850,424,82,2961279,7933,0.868,1059,0.116,0.016,1465,28,141,18854,652,553
"2810","Titus","Texas",31247,411,254,29145504,7570,0.718,2856,0.271,0.011,2741,48,449,31245,14065,12799
"2811","Todd","Kentucky",12243,376,120,4505836,4062,0.758,1205,0.225,0.017,1096,21,219,12249,605,494
"2812","Todd","Minnesota",25262,942.02002,87,5706494,3286,0.248,9753,0.737,0.015,1384,27,153,25253,1852,1288
"2813","Todd","South Dakota",9319,1388,66,886667,532,0.21,1963,0.773,NA,2415,46,121,9319,383,227
"2814","Tom Green","Texas",120003,1522,254,29145504,32313,0.715,12239,0.271,0.014,2742,48,451,120007,49950,39315
"2815","Tompkins","New York",105740,476,62,20201248,33619,0.736,11096,0.243,0.021,1876,36,109,105744,5726,4264
"2816","Tooele","Utah",72698,7286,29,3271616,21014,0.667,8943,0.284,0.049,2793,49,45,72697,9644,6661
"2817","Toole","Montana",4971,1911,56,1084225,1596,0.753,467,0.22,0.027,1642,30,101,4973,191,129
"2818","Toombs","Georgia",27030,367,159,10711908,2938,0.269,7873,0.721,0.01,518,13,279,27031,3211,3055
"2819","Torrance","New Mexico",15045,3345,33,2117522,2344,0.322,4772,0.655,0.0229999999999999,1819,35,57,15045,6746,6399
"2820","Towner","North Dakota",2162,1025,53,779094,830,0.708,317,0.27,0.022,2031,38,95,2163,60,10
"2821","Towns","Georgia",12493,166,159,10711908,1550,0.194,6384,0.8,0.006,519,13,281,12487,369,206
"2822","Traill","North Dakota",7997,862,53,779094,2522,0.611,1493,0.362,0.027,2032,38,97,8000,311,214
"2823","Transylvania","North Carolina",32986,381,100,10439388,11636,0.572,8444,0.415,0.0130000000000001,1971,37,175,32986,1125,964
"2824","Traverse","Minnesota",3360,574.09003,87,5706494,661,0.355,1172,0.629,0.016,1385,27,155,3366,150,50
"2825","Travis","Texas",1290188,989,254,29145504,161337,0.265,435860,0.717,0.018,2743,48,453,1290209,430900,342766
"2826","Treasure","Montana",762,979,56,1084225,373,0.811,78,0.17,0.0189999999999999,1643,30,103,759,37,25
"2827","Trego","Kansas",2808,888,105,2937880,1363,0.836,242,0.148,0.016,979,20,195,2807,74,51
"2828","Trempealeau","Wisconsin",30760,732.96997,72,5893718,6285,0.409,8833,0.575,0.016,3102,55,121,30756,2831,1667
"2829","Treutlen","Georgia",6406,201,159,10711908,952,0.309,2101,0.683,0.008,520,13,283,6401,231,103
"2830","Trigg","Kentucky",14061,443,120,4505836,5487,0.744,1791,0.243,0.013,1097,21,221,14057,337,175
"2831","Trimble","Kentucky",8474,149,120,4505836,3227,0.747,1012,0.234,0.019,1098,21,223,8470,292,223
"2832","Trinity","California",16112,3179,58,39538224,2851,0.456,3188,0.509,0.035,240,6,105,16112,1205,959
"2833","Trinity","Texas",13602,693,254,29145504,5579,0.804,1323,0.191,0.0049999999999999,2744,48,455,13600,1538,1117
"2834","Tripp","South Dakota",5624,1614,66,886667,2161,0.802,495,0.184,NA,2416,46,123,5621,134,60
"2835","Troup","Georgia",69426,414,159,10711908,11577,0.385,18142,0.604,0.011,521,13,285,69427,2655,2170
"2836","Trousdale","Tennessee",11615,114,95,6910840,2936,0.734,1012,0.253,0.013,2506,47,169,11610,317,198
"2837","Trumbull","Ohio",201977,616.47998,88,11799448,55194,0.547,44519,0.441,0.012,2114,39,155,202069,4039,2801
"2838","Tucker","West Virginia",6762,419,55,1793716,2841,0.739,938,0.244,0.017,3032,54,93,6765,54,41
"2839","Tulare","California",473117,4824,58,39538224,66105,0.45,77579,0.528,0.022,241,6,107,473117,312665,268065
"2840","Tulsa","Oklahoma",669279,570,77,3959353,150574,0.565,108996,0.409,0.0260000000000001,2196,40,143,669272,90994,66582
"2841","Tunica","Mississippi",9782,455,82,2961279,926,0.26,2580,0.724,0.016,1466,28,143,9777,241,245
"2842","Tuolumne","California",55620,2236,58,39538224,11978,0.394,17689,0.582,0.024,242,6,109,55623,7143,5918
"2843","Turner","Georgia",9006,286,159,10711908,1409,0.372,2349,0.62,0.008,522,13,287,9001,458,282
"2844","Turner","South Dakota",8673,617,66,886667,3290,0.723,1139,0.25,NA,2417,46,125,8662,186,112
"2845","Tuscaloosa","Alabama",227036,1321.75,67,5024279,51117,0.569,37765,0.421,0.0100000000000001,63,1,125,227041,9108,5949
"2846","Tuscarawas","Ohio",93263,567.58002,88,11799448,30458,0.692,12889,0.293,0.0150000000000001,2115,39,157,93265,3156,1767
"2847","Tuscola","Michigan",53323,914,83,10077331,8712,0.296,20297,0.689,0.015,1303,26,157,53322,2000,1571
"2848","Twiggs","Georgia",8022,360,159,10711908,2044,0.46,2370,0.533,0.007,523,13,289,8023,237,124
"2849","Twin Falls","Idaho",90046,1925,44,1839106,25897,0.709,9391,0.257,0.034,586,16,83,90045,15498,10570
"2850","Tyler","Texas",19798,923,254,29145504,8194,0.848,1403,0.145,0.007,2745,48,457,19799,1377,1487
"2851","Tyler","West Virginia",8313,258,55,1793716,3226,0.823,631,0.161,0.016,3033,54,95,8311,63,49
"2852","Tyrrell","North Carolina",3245,600,100,10439388,1044,0.576,758,0.418,0.0060000000000001,1972,37,177,3247,383,240
"2853","Uinta","Wyoming",20450,2082,23,576851,7496,0.803,1591,0.17,0.0269999999999999,3133,56,41,20446,2005,1855
"2854","Uintah","Utah",35620,4501,29,3271616,13261,0.867,1663,0.109,0.024,2794,49,47,35613,3040,2330
"2855","Ulster","New York",181851,1161,62,20201248,57970,0.595,37590,0.386,0.019,1877,36,111,181856,20020,15909
"2856","Umatilla","Oregon",80075,3215,36,4237256,10707,0.326,21270,0.647,0.0269999999999999,2231,41,59,80068,22284,18107
"2857","Unicoi","Tennessee",17928,186,95,6910840,6599,0.794,1615,0.194,0.012,2507,47,171,17924,1034,694
"2858","Union","Arkansas",39054,1055.27,75,3011524,10478,0.631,5584,0.336,0.033,182,5,139,39049,1586,1460
"2859","Union","Florida",16147,240,67,21538088,5133,0.822,1053,0.169,0.009,376,12,125,16138,913,743
"2860","Union","Georgia",24632,323,159,10711908,2800,0.18,12650,0.813,0.0070000000000001,524,13,291,24626,920,519
"2861","Union","Illinois",17244,413,102,12812508,2579,0.29,6161,0.693,0.017,679,17,181,17243,913,863
"2862","Union","Indiana",7087,161,92,6785528,2688,0.772,736,0.211,0.017,771,18,161,7087,166,82
"2863","Union","Iowa",12138,424,99,3190369,4010,0.65,2061,0.334,0.016,870,19,175,12145,368,225
"2864","Union","Kentucky",13668,345,120,4505836,4965,0.755,1529,0.233,0.012,1099,21,225,13670,271,243
"2865","Union","Mississippi",27777,416,82,2961279,10373,0.818,2160,0.17,0.012,1467,28,145,27782,1252,1210
"2866","Union","New Jersey",575345,103,21,9288994,170245,0.673,80002,0.316,0.011,1787,34,39,575352,190626,146704
"2867","Union","New Mexico",4079,3830,33,2117522,383,0.214,1388,0.776,0.01,1820,35,59,4083,1725,1805
"2868","Union","North Carolina",238267,640,100,10439388,80382,0.615,48725,0.373,0.012,1973,37,179,238233,27845,20967
"2869","Union","Ohio",62784,436.64999,88,11799448,21669,0.648,11141,0.333,0.019,2116,39,159,62790,1300,661
"2870","Union","Oregon",26196,2037,36,4237256,4254,0.286,10298,0.693,0.021,2232,41,61,26197,1341,1002
"2871","Union","Pennsylvania",42681,317,67,13002700,7475,0.372,12356,0.614,0.014,2297,42,119,42675,2366,2346
"2872","Union","South Carolina",27244,516,46,5118425,8183,0.617,4935,0.372,0.011,2353,45,87,27240,479,282
"2873","Union","South Dakota",16811,460,66,886667,5944,0.671,2725,0.308,NA,2418,46,127,16813,671,305
"2874","Union","Tennessee",19802,224,95,6910840,6803,0.837,1249,0.154,0.009,2508,47,173,19802,365,249
"2875","Union Parish","Louisiana",21107,905,64,4657757,8407,0.751,2654,0.237,0.012,1162,22,111,21106,1089,943
"2876","Upshur","Texas",40892,588,254,29145504,15809,0.837,2877,0.152,0.011,2746,48,459,40890,3726,2613
"2877","Upshur","West Virginia",23816,355,55,1793716,7771,0.76,2256,0.221,0.019,3034,54,97,23817,338,250
"2878","Upson","Georgia",27700,326,159,10711908,4203,0.326,8606,0.667,0.0069999999999999,525,13,293,27699,662,588
"2879","Upton","Texas",3308,1242,254,29145504,1178,0.861,170,0.124,0.015,2747,48,461,3308,1829,1644
"2880","Utah","Utah",659399,2144,29,3271616,192812,0.678,76033,0.267,0.0549999999999999,2795,49,49,659392,80943,55793
"2881","Uvalde","Texas",24564,1557,254,29145504,6174,0.597,4073,0.394,0.009,2748,48,463,24564,17777,18299
"2882","Val Verde","Texas",47586,3171,254,29145504,8284,0.542,6771,0.443,0.015,2749,48,465,47584,39190,39199
"2883","Valencia","New Mexico",76205,1068,33,2117522,14263,0.442,17364,0.538,0.02,1821,35,61,76205,46481,44605
"2884","Valley","Idaho",11746,3733,44,1839106,3947,0.559,2976,0.421,0.02,587,16,85,11744,588,386
"2885","Valley","Montana",7578,4921,56,1084225,3135,0.736,1030,0.242,0.022,1644,30,105,7577,209,91
"2886","Valley","Nebraska",4059,568,93,1961504,1901,0.812,412,0.176,0.012,1735,31,175,4055,133,79
"2887","Van Buren","Arkansas",15796,724.32001,75,3011524,6034,0.773,1593,0.204,0.023,183,5,141,15797,547,475
"2888","Van Buren","Iowa",7203,485,99,3190369,2859,0.756,875,0.231,0.013,871,19,177,7203,116,88
"2889","Van Buren","Michigan",75587,1090,83,10077331,16803,0.43,21591,0.553,0.017,1304,26,159,75593,8878,7758
"2890","Van Buren","Tennessee",6168,247,95,6910840,2342,0.802,544,0.186,0.012,2509,47,175,6168,115,50
"2891","Van Wert","Ohio",28931,410.09,88,11799448,11650,0.779,3067,0.205,0.016,2117,39,161,28937,1140,740
"2892","Van Zandt","Texas",59541,849,254,29145504,22270,0.857,3516,0.135,0.008,2750,48,467,59540,7185,4847
"2893","Vance","North Carolina",42578,270,100,10439388,8391,0.4,12431,0.593,0.007,1974,37,181,42570,3612,3051
"2894","Vanderburgh","Indiana",180136,233,92,6785528,41844,0.539,34415,0.444,0.017,772,18,163,180136,5349,3873
"2895","Venango","Pennsylvania",50454,683,67,13002700,7585,0.286,18569,0.7,0.014,2298,42,121,50455,555,478
"2896","Ventura","California",843843,1846,58,39538224,251388,0.595,162207,0.384,0.021,243,6,111,843843,366605,331567
"2897","Vermilion","Illinois",74188,898,102,12812508,10323,0.327,20725,0.656,0.017,680,17,183,74199,3981,3441
"2898","Vermilion Parish","Louisiana",57359,1538,64,4657757,21930,0.803,5009,0.183,0.014,1163,22,113,56973,2121,1381
"2899","Vermillion","Indiana",15439,257,92,6785528,5184,0.693,2145,0.287,0.0200000000000001,773,18,165,15447,231,130
"2900","Vernon","Missouri",19707,1179,115,6154913,7155,0.779,1903,0.207,0.014,1585,29,217,19710,474,336
"2901","Vernon","Wisconsin",30714,791.58002,72,5893718,7457,0.469,8218,0.517,0.014,3103,55,123,30715,517,394
"2902","Vernon Parish","Louisiana",48750,1341,64,4657757,14107,0.817,2898,0.168,0.015,1164,22,115,48754,4674,3775
"2903","Victoria","Texas",91319,883,254,29145504,23358,0.683,10380,0.304,0.013,2751,48,469,91320,44242,38113
"2904","Vigo","Indiana",106153,403,92,6785528,24545,0.563,18123,0.416,0.0210000000000001,774,18,167,106158,2959,2469
"2905","Vilas","Wisconsin",23047,856.59998,72,5893718,5903,0.385,9261,0.604,0.011,3104,55,125,23047,596,268
"2906","Vinton","Ohio",12800,414.07999,88,11799448,4632,0.769,1331,0.221,0.01,2118,39,163,12804,123,71
"2907","Virginia Beach","Virginia",459470,248,133,8631393,117393,0.518,105087,0.464,0.018,2937,51,810,459471,40427,28987
"2908","Volusia","Florida",553543,1106,67,21538088,173821,0.565,130575,0.425,0.0100000000000001,377,12,127,553561,85758,55217
"2909","Wabash","Illinois",11361,223,102,12812508,1253,0.224,4237,0.758,0.018,681,17,185,11361,352,158
"2910","Wabash","Indiana",30976,412,92,6785528,10762,0.738,3494,0.24,0.022,775,18,169,30986,854,697
"2911","Wabasha","Minnesota",21387,525.01001,87,5706494,4696,0.359,8153,0.623,0.018,1386,27,157,21380,676,592
"2912","Wabaunsee","Kansas",6877,798,105,2937880,2845,0.729,964,0.247,0.024,980,20,197,6872,341,205
"2913","Wadena","Minnesota",14065,535.02002,87,5706494,2023,0.264,5520,0.721,0.015,1387,27,159,14065,290,176
"2914","Wagoner","Oklahoma",80981,563,77,3959353,26165,0.74,8464,0.24,0.02,2197,40,145,80986,5651,3488
"2915","Wahkiakum","Washington",4422,264,39,7705281,1165,0.392,1741,0.586,0.022,2981,53,69,4419,280,108
"2916","Wake","North Carolina",1129410,857,100,10439388,226197,0.359,393336,0.625,0.016,1975,37,183,1129393,117458,87922
"2917","Wakulla","Florida",33764,607,67,21538088,12874,0.7,5351,0.291,0.0090000000000001,378,12,129,33766,1425,1016
"2918","Waldo","Maine",39607,853,16,1362359,12345,0.508,11196,0.46,0.032,1184,23,27,39596,657,349
"2919","Walker","Alabama",65342,791.19,67,5024279,26002,0.836,4834,0.155,0.009,64,1,127,65342,1839,1307
"2920","Walker","Georgia",67654,446,159,10711908,5770,0.197,23173,0.789,0.0139999999999999,526,13,295,67660,1786,1113
"2921","Walker","Texas",76400,788,254,29145504,15375,0.651,7884,0.334,0.015,2752,48,471,76402,13948,11389
"2922","Walla Walla","Washington",62584,1270,39,7705281,13690,0.441,16400,0.528,0.0309999999999999,2982,53,71,62586,13775,11593
"2923","Wallace","Kansas",1512,914,105,2937880,770,0.933,44,0.053,0.0139999999999999,981,20,199,1517,118,108
"2924","Waller","Texas",56794,514,254,29145504,14260,0.627,8191,0.36,0.013,2753,48,473,56763,17403,12536
"2925","Wallowa","Oregon",7391,3145,36,4237256,1625,0.317,3404,0.663,0.02,2233,41,63,7387,280,156
"2926","Walsh","North Dakota",10563,1282,53,779094,3324,0.699,1333,0.281,0.02,2033,38,99,10558,1271,969
"2927","Walthall","Mississippi",13884,404,82,2961279,4220,0.593,2835,0.398,0.009,1468,28,147,13882,328,238
"2928","Walton","Florida",75305,1058,67,21538088,32947,0.754,10338,0.237,0.009,379,12,131,75306,4835,2921
"2929","Walton","Georgia",96673,329,159,10711908,12683,0.248,37839,0.741,0.011,527,13,297,96669,5028,2683
"2930","Walworth","South Dakota",5315,708,66,886667,1966,0.762,565,0.219,NA,2419,46,129,5310,116,39
"2931","Walworth","Wisconsin",106478,555.13,72,5893718,22789,0.397,33851,0.589,0.014,3105,55,127,105226,11911,10578
"2932","Wapello","Iowa",35437,432,99,3190369,9516,0.609,5821,0.373,0.018,872,19,179,35445,4044,3234
"2933","Ward","North Dakota",69919,2013,53,779094,19974,0.711,7293,0.259,0.03,2034,38,101,69933,4619,1869
"2934","Ward","Texas",11644,836,254,29145504,3241,0.798,764,0.188,0.014,2754,48,475,11648,6465,5074
"2935","Ware","Georgia",36251,903,159,10711908,4169,0.294,9903,0.698,0.008,528,13,299,36247,1590,1207
"2936","Warren","Georgia",5215,286,159,10711908,1468,0.554,1166,0.44,0.0059999999999999,529,13,301,5211,101,54
"2937","Warren","Illinois",16835,542,102,12812508,3090,0.391,4676,0.591,0.018,682,17,187,16840,1740,1490
"2938","Warren","Indiana",8440,365,92,6785528,3401,0.761,974,0.218,0.021,776,18,171,8436,183,70
"2939","Warren","Iowa",52403,572,99,3190369,17782,0.574,12574,0.406,0.02,873,19,181,52402,1647,899
"2940","Warren","Kentucky",134554,545,120,4505836,31791,0.574,22479,0.406,0.02,1100,21,227,134551,7617,5174
"2941","Warren","Mississippi",44722,587,82,2961279,10365,0.492,10442,0.496,0.012,1469,28,149,44721,948,896
"2942","Warren","Missouri",35532,834,115,6154913,13222,0.72,4769,0.26,0.02,1586,29,219,35538,1276,957
"2943","Warren","New Jersey",109632,358,21,9288994,24901,0.41,34769,0.572,0.0180000000000001,1788,34,41,109638,11698,7659
"2944","Warren","New York",65737,870,62,20201248,17642,0.488,17699,0.49,0.022,1878,36,113,65737,1910,1178
"2945","Warren","North Carolina",18642,444,100,10439388,3752,0.365,6400,0.623,0.012,1976,37,185,18642,773,692
"2946","Warren","Ohio",242337,399.63,88,11799448,87988,0.647,46069,0.339,0.014,2119,39,165,242338,7480,4784
"2947","Warren","Pennsylvania",38587,898,67,13002700,6066,0.294,14237,0.689,0.017,2299,42,123,38594,530,305
"2948","Warren","Tennessee",40953,433,95,6910840,11850,0.74,3924,0.245,0.015,2510,47,177,40951,3907,3224
"2949","Warren","Virginia",40727,214,133,8631393,6603,0.314,14069,0.669,0.0169999999999999,2938,51,187,40724,2487,1318
"2950","Warrick","Indiana",63898,385,92,6785528,21326,0.631,11923,0.353,0.016,777,18,173,63896,1304,946
"2951","Wasatch","Utah",34788,1206,29,3271616,10795,0.614,6187,0.352,0.034,2796,49,51,34791,4815,3184
"2952","Wasco","Oregon",26670,2381,36,4237256,6604,0.47,7035,0.501,0.029,2234,41,65,26663,5302,3743
"2953","Waseca","Minnesota",18968,432.25,87,5706494,3496,0.337,6624,0.639,0.024,1388,27,161,18966,1222,985
"2954","Washakie","Wyoming",7685,2240,23,576851,3245,0.813,651,0.163,0.024,3134,56,43,7682,1095,1162
"2955","Washburn","Wisconsin",16623,797.10999,72,5893718,3867,0.373,6334,0.612,0.015,3106,55,129,16622,318,208
"2956","Washington","Alabama",15388,1080.21,67,5024279,6564,0.74,2258,0.255,0.005,65,1,129,15388,258,151
"2957","Washington","Arkansas",245871,951.71997,75,3011524,47504,0.504,43824,0.465,0.031,184,5,143,245866,42436,31458
"2958","Washington","Colorado",4817,2522.8999,64,5773714,369,0.123,2595,0.863,0.014,307,8,121,4814,526,407
"2959","Washington","Florida",25318,580,67,21538088,9876,0.801,2347,0.19,0.009,380,12,133,25322,1109,733
"2960","Washington","Georgia",19988,680,159,10711908,4743,0.5,4668,0.493,0.007,530,13,303,19992,561,407
"2961","Washington","Idaho",10500,1456,44,1839106,4154,0.777,1073,0.201,0.022,588,16,87,10500,1725,1716
