county,state,pop_county,area,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020,_merge
Shelby,Missouri,6103,1004,115,6154913,2700,.806,592,.177,.017,71,117,Matched (3)
Hamilton,Illinois,7993,434,102,12812508,824,.191,3432,.795,.0139999999999999,105,96,Matched (3)
Leon,Texas,15719,1072,254,29145504,7523,.868,1072,.124,.008,2260,2446,Matched (3)
Grant,Oregon,7233,4529,36,4237256,929,.203,3545,.775,.0219999999999999,207,283,Matched (3)
Montcalm,Michigan,66614,721,83,10077331,9703,.302,21815,.68,.0179999999999999,1932,2697,Matched (3)
Hanson,South Dakota,3461,435,66,886667,1793,.751,557,.233,,15,33,Matched (3)
Schoharie,New York,29714,626,62,20201248,5345,.341,9903,.631,.028,924,1075,Matched (3)
Taney,Missouri,56066,651,115,6154913,20508,.781,5339,.203,.016,2494,4329,Matched (3)
Knox,Nebraska,8391,1108,93,1961504,3721,.792,905,.193,.015,155,185,Matched (3)
Lawrence,Alabama,33073,690.67999,67,5024279,12322,.77,3562,.222,.008,574,895,Matched (3)
Morris,New Jersey,509285,469,21,9288994,153881,.514,141134,.472,.014,56482,76661,Matched (3)
Schuylkill,Pennsylvania,143049,778,67,13002700,20727,.294,48871,.6919999999999999,.014,4080,8064,Matched (3)
Midland,Texas,169983,900,254,29145504,45624,.775,12329,.209,.016,51600,73331,Matched (3)
Mayes,Oklahoma,39046,620,77,3959353,12749,.767,3581,.215,.018,1097,1375,Matched (3)
Columbia,Florida,69698,797,67,21538088,23836,.721,8914,.27,.009,3276,5063,Matched (3)
Scott,Arkansas,9836,898.09003,75,3011524,2962,.834,483,.136,.03,782,748,Matched (3)
Hettinger,North Dakota,2489,1132,53,779094,1091,.833,196,.15,.017,12,34,Matched (3)
Josephine,Oregon,88090,1640,36,4237256,18451,.359,31751,.618,.023,5251,7037,Matched (3)
Cuyahoga,Ohio,1264817,458.48999,88,11799448,202699,.324,416176,.665,.0109999999999999,61270,83327,Matched (3)
Saguache,Colorado,6368,3168.3201,64,5773714,1884,.556,1413,.417,.027,2452,2394,Matched (3)
Dutchess,New York,295911,825,62,20201248,81443,.541,66872,.444,.015,31267,42224,Matched (3)
Brooke,West Virginia,22559,89,55,1793716,7545,.708,2947,.277,.015,163,287,Matched (3)
Nantucket,Massachusetts,14255,48,14,7029917,5241,.72,1914,.263,.017,957,2312,Matched (3)
Campbell,Wyoming,47026,4797,23,576851,16975,.872,1935,.099,.029,3611,4283,Matched (3)
Scott,Tennessee,21850,532,95,6910840,8004,.884,986,.109,.007,120,205,Matched (3)
Greer,Oklahoma,5491,639,77,3959353,1605,.8129999999999999,328,.166,.021,609,665,Matched (3)
Alamosa,Colorado,16376,723.21002,64,5773714,3759,.481,3813,.488,.031,7110,7701,Matched (3)
Fayette,Indiana,23398,215,92,6785528,7755,.765,2237,.221,.014,223,273,Matched (3)
DeKalb,Illinois,100420,631,102,12812508,24643,.515,21905,.458,.027,10647,13597,Matched (3)
Searcy,Arkansas,7828,668.51001,75,3011524,3365,.837,588,.146,.017,121,140,Matched (3)
Mercer,Ohio,42528,463.26999,88,11799448,19452,.819,4030,.17,.011,614,928,Matched (3)
Edmunds,South Dakota,3986,1146,66,886667,1538,.775,417,.21,,58,61,Matched (3)
Otter Tail,Minnesota,60081,1979.71,87,5706494,11958,.329,23800,.655,.016,1490,2216,Matched (3)
Hocking,Ohio,28050,422.75,88,11799448,9737,.705,3880,.281,.014,198,232,Matched (3)
Scott,Missouri,38059,438,115,6154913,13769,.777,3753,.212,.011,705,935,Matched (3)
Madison,New York,68016,662,62,20201248,14807,.435,18408,.541,.0239999999999999,1316,1673,Matched (3)
Seneca,New York,33814,325,62,20201248,6914,.443,8329,.534,.0229999999999999,952,1367,Matched (3)
San Diego,California,3298634,4204,58,39538224,964650,.602,600094,.375,.023,991348,1119629,Matched (3)
Attala,Mississippi,17889,735,82,2961279,5178,.587,3542,.401,.012,323,331,Matched (3)
Waukesha,Wisconsin,406978,549.57001,72,5893718,103906,.389,159649,.597,.014,16123,21835,Matched (3)
Cheatham,Tennessee,41072,303,95,6910840,14438,.713,5514,.272,.015,910,1839,Matched (3)
Fulton,Indiana,20480,368,92,6785528,6694,.732,2280,.249,.019,882,1068,Matched (3)
Phillips,Montana,4217,5140,56,1084225,1936,.8129999999999999,416,.175,.0120000000000001,81,112,Matched (3)
Botetourt,Virginia,33596,543,133,8631393,5700,.271,15099,.717,.012,356,776,Matched (3)
Door,Wisconsin,30066,481.98001,72,5893718,10044,.5,9752,.486,.014,671,1138,Matched (3)
Martin,Florida,158431,556,67,21538088,61168,.62,36893,.374,.006,17881,24187,Matched (3)
Travis,Texas,1290188,989,254,29145504,161337,.265,435860,.717,.018,342766,421110,Matched (3)
Sharkey,Mississippi,3800,428,82,2961279,688,.315,1465,.671,.014,39,61,Matched (3)
Sharp,Arkansas,17271,606.34998,75,3011524,5938,.785,1398,.185,.03,290,362,Matched (3)
Hand,South Dakota,3145,1437,66,886667,1433,.781,373,.203,,19,49,Matched (3)
Macon,Missouri,15209,497,115,6154913,6076,.775,1662,.212,.013,150,276,Matched (3)
LaPorte,Indiana,112417,598,92,6785528,25997,.526,22427,.454,.02,6093,7985,Matched (3)
Jackson,Missouri,717204,605,115,6154913,126535,.38,199842,.6,.02,56434,77785,Matched (3)
Wrangell City and Borough,Alaska,2127,2556,30,733391,827,.6476,396,.3101,.0423,37,76,Matched (3)
Shelby,Illinois,20990,657,102,12812508,2504,.207,9426,.779,.014,180,213,Matched (3)
Greensville,Virginia,11391,296,133,8631393,2627,.576,1914,.419,.0050000000000001,173,276,Matched (3)
Spink,South Dakota,6361,1504,66,886667,2104,.665,998,.316,,71,143,Matched (3)
Fayette,West Virginia,40488,664,55,1793716,11580,.6870000000000001,5063,.3,.013,402,525,Matched (3)
Carroll,Missouri,8495,695,115,6154913,3706,.8179999999999999,786,.173,.0090000000000001,118,132,Matched (3)
Lawrence,Illinois,15280,372,102,12812508,1419,.221,4886,.762,.017,553,514,Matched (3)
Pottawatomie,Oklahoma,72454,788,77,3959353,20240,.718,7275,.258,.024,2878,4288,Matched (3)
Defiance,Ohio,38286,411.16,88,11799448,13038,.673,5981,.309,.018,3409,3950,Matched (3)
Flagler,Florida,115378,485,67,21538088,43043,.6,28161,.393,.007,8251,12299,Matched (3)
Sherburne,Minnesota,97183,436.29999,87,5706494,18065,.326,36222,.653,.0209999999999999,1941,2820,Matched (3)
Valley,Montana,7578,4921,56,1084225,3135,.736,1030,.242,.022,91,174,Matched (3)
Newberry,South Carolina,37719,647,46,5118425,11443,.614,6958,.373,.013,2690,3305,Matched (3)
Sheridan,Nebraska,5127,2441,93,1961504,2292,.858,340,.127,.015,171,222,Matched (3)
Van Wert,Ohio,28931,410.09,88,11799448,11650,.779,3067,.205,.016,740,1097,Matched (3)
Putnam,Tennessee,79854,401,95,6910840,23759,.708,9185,.274,.018,3858,6256,Matched (3)
Floyd,Texas,5402,992,254,29145504,1584,.777,438,.215,.008,3410,3067,Matched (3)
Sherman,Nebraska,2959,566,93,1961504,1322,.779,343,.202,.019,31,82,Matched (3)
Scotland,North Carolina,34174,321,100,10439388,7473,.506,7186,.487,.007,754,1106,Matched (3)
Stoddard,Missouri,28672,501,115,6154913,11484,.855,1819,.135,.01,356,566,Matched (3)
Shiawassee,Michigan,68094,541,83,10077331,15347,.391,23149,.59,.019,1695,2024,Matched (3)
Spartanburg,South Carolina,327997,819,46,5118425,93560,.629,52926,.356,.015,16658,27732,Matched (3)
Delaware,Oklahoma,40397,741,77,3959353,13557,.786,3472,.201,.013,1248,1621,Matched (3)
Sierra,California,3236,953,58,39538224,730,.378,1142,.592,.03,269,377,Matched (3)
Montezuma,Colorado,25849,2035.8,64,5773714,5836,.377,9306,.6,.023,2818,3109,Matched (3)
Coffee,Tennessee,57889,429,95,6910840,17883,.736,5705,.235,.029,2007,3259,Matched (3)
Todd,South Dakota,9319,1388,66,886667,532,.21,1963,.773,,227,222,Matched (3)
Chester,South Carolina,32294,586,46,5118425,8660,.55,6941,.441,.009,479,795,Matched (3)
Livingston Parish,Louisiana,142282,703,64,4657757,54877,.841,9249,.142,.017,3801,8791,Matched (3)
Stafford,Kansas,4072,792,105,2937880,1645,.8090000000000001,357,.176,.015,529,503,Matched (3)
Washington,Oklahoma,52455,417,77,3959353,17076,.727,5790,.246,.027,2556,3360,Matched (3)
Baraga,Michigan,8158,1069,83,10077331,1478,.366,2512,.622,.012,86,102,Matched (3)
Baker,Oregon,16668,3068,36,4237256,2346,.237,7352,.743,.02,528,809,Matched (3)
Knox,Texas,3353,854,254,29145504,1180,.8100000000000001,265,.182,.008,1101,1130,Matched (3)
Burnet,Texas,49130,995,254,29145504,18767,.76,5639,.228,.012,8652,11199,Matched (3)
Dillingham Census Area,Alaska,4857,18334,30,733391,822,.431,984,.516,.053,101,146,Matched (3)
Eagle,Colorado,55731,1700.76,64,5773714,18588,.638,9892,.339,.023,15689,16858,Matched (3)
Clay,Tennessee,7581,236,95,6910840,2733,.78,735,.21,.01,126,130,Matched (3)
King,Texas,265,912,254,29145504,151,.95,8,.05,0,39,25,Matched (3)
Lincoln,Georgia,7690,211,159,10711908,1432,.309,3173,.6840000000000001,.007,98,92,Matched (3)
Chase,Kansas,2572,776,105,2937880,1123,.753,345,.231,.016,100,222,Matched (3)
Union,Ohio,62784,436.64999,88,11799448,21669,.648,11141,.333,.019,661,1534,Matched (3)
Putnam,Georgia,22047,344,159,10711908,3448,.291,8291,.699,.0100000000000001,1347,1557,Matched (3)
Morton,North Dakota,33291,1926,53,779094,12243,.74,3872,.234,.026,400,1312,Matched (3)
Tipton,Tennessee,60970,459,95,6910840,20070,.735,6837,.25,.015,1269,1686,Matched (3)
Solano,California,453491,828,58,39538224,131639,.64,69306,.337,.023,99356,128155,Matched (3)
Somerset,Maine,50477,4095,16,1362359,10199,.37,16644,.604,.026,409,656,Matched (3)
Weston,Wyoming,6838,2398,23,576851,3107,.879,360,.102,.019,216,295,Matched (3)
Utah,Utah,659399,2144,29,3271616,192812,.678,76033,.267,.0549999999999999,55793,88531,Matched (3)
Van Buren,Tennessee,6168,247,95,6910840,2342,.802,544,.186,.012,50,83,Matched (3)
Limestone,Texas,22146,909,254,29145504,6789,.746,2213,.243,.011,4465,5013,Matched (3)
Montgomery,Maryland,1062061,414,24,6177224,419569,.792,101222,.191,.017,165398,217409,Matched (3)
Tishomingo,Mississippi,18850,424,82,2961279,7933,.868,1059,.116,.016,553,537,Matched (3)
Galveston,Texas,350682,399,254,29145504,93911,.606,58842,.379,.015,65270,88636,Matched (3)
Suffolk,Virginia,94324,400,133,8631393,28676,.58,20082,.406,.014,2415,4252,Matched (3)
Chatham,Georgia,295291,440,159,10711908,78247,.587,53232,.399,.014,14370,23790,Matched (3)
Brevard,Florida,606612,1018,67,21538088,207883,.576,148549,.412,.0120000000000001,43943,67907,Matched (3)
Aroostook,Maine,67105,6829,16,1362359,13956,.39,21080,.59,.02,667,912,Matched (3)
Harris,Texas,4731145,1729,254,29145504,700630,.427,918193,.5600000000000001,.0129999999999999,1671540,2034709,Matched (3)
Lenawee,Michigan,99423,761,83,10077331,20918,.392,31541,.591,.017,7614,8494,Matched (3)
Modoc,California,8700,3944,58,39538224,1150,.265,3109,.717,.018,1342,1259,Matched (3)
Butler,Kansas,67380,1428,105,2937880,22634,.696,9181,.282,.0220000000000001,2602,3578,Matched (3)
Dubuque,Iowa,99266,608,99,3190369,27214,.506,25657,.477,.017,1807,2977,Matched (3)
Greene,Georgia,18915,388,159,10711908,4087,.363,7066,.628,.009,893,1289,Matched (3)
Delaware,Ohio,214124,442.41,88,11799448,66356,.527,57735,.458,.015,3669,7012,Matched (3)
Cook,Illinois,5275541,944,102,12812508,1725973,.744,558269,.24,.016,1244762,1382778,Matched (3)
Tippah,Mississippi,21815,458,82,2961279,8054,.797,1937,.192,.011,985,1118,Matched (3)
Conecuh,Alabama,11597,850.15997,67,5024279,3442,.534,2966,.461,.0049999999999999,161,256,Matched (3)
Lawrence,Missouri,38001,613,115,6154913,14426,.806,3214,.18,.014,2444,2987,Matched (3)
Bergen,New Jersey,955732,234,21,9288994,285967,.577,204417,.412,.0110000000000001,145281,204683,Matched (3)
Pickens,Georgia,33216,232,159,10711908,2824,.165,14110,.822,.013,819,1198,Matched (3)
Dyer,Tennessee,36801,510,95,6910840,11768,.781,3158,.209,.01,1002,1303,Matched (3)
Baldwin,Georgia,43799,258,159,10711908,9140,.501,8903,.488,.011,919,1139,Matched (3)
Washington,Maryland,154705,477,24,6177224,26044,.386,40224,.596,.018,5104,10289,Matched (3)
Bernalillo,New Mexico,676444,1166,33,2117522,193757,.61,116135,.366,.024,317089,329481,Matched (3)
Burleigh,North Dakota,98458,1633,53,779094,34744,.6889999999999999,14348,.284,.0270000000000001,986,3084,Matched (3)
Washington,Texas,35805,609,254,29145504,12959,.744,4261,.245,.011,4641,6425,Matched (3)
Monona,Iowa,8751,693,99,3190369,3248,.6889999999999999,1407,.298,.0130000000000001,107,236,Matched (3)
Southeast Fairbanks Census Area,Alaska,6808,24831,30,733391,2823,.7619,748,.2019,.0362,234,376,Matched (3)
Clark,Ohio,136001,399.85999,88,11799448,39032,.608,24076,.375,.017,3805,5313,Matched (3)
McCurtain,Oklahoma,30814,371,77,3959353,9485,.827,1858,.162,.011,1552,1894,Matched (3)
Anson,North Carolina,22055,537,100,10439388,5321,.476,5789,.518,.006,812,665,Matched (3)
Val Verde,Texas,47586,3171,254,29145504,8284,.542,6771,.443,.015,39199,38207,Matched (3)
Berkshire,Massachusetts,129026,931,14,7029917,51705,.727,18064,.254,.019,4530,7064,Matched (3)
Forsyth,Georgia,251283,226,159,10711908,42208,.326,85123,.658,.0159999999999999,16550,25226,Matched (3)
Coke,Texas,3285,899,254,29145504,1586,.892,178,.1,.008,602,661,Matched (3)
Yamhill,Oregon,107722,716,36,4237256,27174,.464,29551,.505,.031,14592,17793,Matched (3)
Copper River Census Area,Alaska,2617,24692,30,733391,1130,.669,480,.2842,.0468,,84,Matched (3)
Stafford,Virginia,156927,270,133,8631393,40245,.508,37636,.475,.017,11875,23646,Matched (3)
Medina,Texas,50748,1328,254,29145504,15642,.6909999999999999,6773,.299,.0100000000000001,22871,25455,Matched (3)
Rolette,North Dakota,12187,902,53,779094,1257,.331,2482,.653,.016,133,137,Matched (3)
Wheeler,Georgia,7471,298,159,10711908,689,.302,1583,.6929999999999999,.005,356,272,Matched (3)
Johnson,Tennessee,17948,299,95,6910840,6468,.829,1246,.16,.011,269,516,Matched (3)
Henry,Indiana,48914,392,92,6785528,15043,.716,5544,.264,.02,691,977,Matched (3)
Hamilton,Tennessee,366207,543,95,6910840,92108,.539,75522,.442,.019,14993,27075,Matched (3)
Blaine,Montana,7044,4226,56,1084225,1469,.471,1589,.51,.019,115,158,Matched (3)
McIntosh,Georgia,10975,284,159,10711908,2612,.39,4016,.6,.01,227,231,Matched (3)
Bandera,Texas,20851,792,254,29145504,10057,.791,2505,.197,.012,3415,4010,Matched (3)
Asotin,Washington,22285,636,39,7705281,4250,.358,7319,.616,.026,643,915,Matched (3)
Saline,Arkansas,123416,730.46002,75,3011524,39556,.694,16060,.282,.0240000000000001,4087,8507,Matched (3)
McDuffie,Georgia,21632,403,159,10711908,4168,.399,6169,.59,.011,475,790,Matched (3)
Fayette,Kentucky,322570,284,120,4505836,58860,.385,90600,.593,.022,20474,29750,Matched (3)
Steele,Minnesota,37406,429.54999,87,5706494,7917,.376,12656,.6,.024,2282,3140,Matched (3)
Halifax,North Carolina,48622,731,100,10439388,10080,.392,15545,.604,.004,1152,1454,Matched (3)
Winnebago,Iowa,10679,400,99,3190369,3707,.623,2135,.359,.018,360,594,Matched (3)
Wake,North Carolina,1129410,857,100,10439388,226197,.359,393336,.625,.016,87922,128241,Matched (3)
Sandoval,New Mexico,148834,3710,33,2117522,40588,.53,34174,.446,.024,46129,57617,Matched (3)
Harlan,Kentucky,26831,467,120,4505836,9367,.854,1494,.136,.01,210,265,Matched (3)
Barton,Missouri,11637,594,115,6154913,5168,.85,844,.139,.011,231,266,Matched (3)
Carroll,Tennessee,28440,599,95,6910840,9205,.773,2559,.215,.012,595,769,Matched (3)
Ford,Illinois,13534,485,102,12812508,1754,.252,5048,.726,.022,294,554,Matched (3)
Addison,Vermont,37363,2426,14,643077,14967,.6840000000000001,6292,.288,.028,685,1153,Matched (3)
Putnam,Indiana,36726,481,92,6785528,12278,.74,3946,.238,.022,587,784,Matched (3)
Hoke,North Carolina,52082,392,100,10439388,9453,.438,11804,.546,.016,5823,7687,Matched (3)
Graham,North Carolina,8030,302,100,10439388,3710,.796,905,.194,.01,194,219,Matched (3)
Sedgwick,Colorado,2404,548.83002,64,5773714,301,.208,1121,.775,.017,289,363,Matched (3)
Stillwater,Montana,8963,1795,56,1084225,4462,.78,1156,.202,.018,214,269,Matched (3)
Maries,Missouri,8432,438,115,6154913,3892,.8159999999999999,814,.171,.013,75,134,Matched (3)
Harnett,North Carolina,133568,601,100,10439388,35177,.605,22093,.38,.015,12359,18899,Matched (3)
Wicomico,Maryland,103588,468,24,6177224,22054,.48,22944,.499,.021,4478,7091,Matched (3)
San Jacinto,Texas,27402,571,254,29145504,10161,.804,2337,.185,.011,2880,4822,Matched (3)
Traverse,Minnesota,3360,574.09003,87,5706494,661,.355,1172,.629,.016,50,197,Matched (3)
Lincoln,South Dakota,65161,578,66,886667,19617,.606,11981,.37,,553,1679,Matched (3)
Woods,Oklahoma,8624,1287,77,3959353,2993,.8139999999999999,591,.161,.025,424,613,Matched (3)
Story,Iowa,98537,573,99,3190369,20340,.4,29175,.574,.026,2695,5032,Matched (3)
Marshall,Tennessee,34318,430,95,6910840,11043,.742,3605,.242,.016,1386,2235,Matched (3)
Morgan,Illinois,32915,568,102,12812508,5076,.332,9950,.65,.0179999999999999,712,838,Matched (3)
Sublette,Wyoming,8728,4882,23,576851,3957,.8,882,.178,.022,712,636,Matched (3)
Susquehanna,Pennsylvania,38434,832,67,13002700,6236,.287,15207,.699,.0140000000000001,564,847,Matched (3)
Charlottesville,Virginia,46553,10,133,8631393,20696,.859,3094,.128,.013,2223,3207,Matched (3)
Wabasha,Minnesota,21387,525.01001,87,5706494,4696,.359,8153,.623,.018,592,708,Matched (3)
Ringgold,Iowa,4663,538,99,3190369,1968,.727,709,.262,.011,91,71,Matched (3)
Sheridan,Kansas,2447,896,105,2937880,1282,.887,147,.102,.011,84,145,Matched (3)
Sangamon,Illinois,196343,437,102,12812508,48917,.467,53485,.511,.0219999999999999,3480,5309,Matched (3)
Sullivan,New York,78624,997,62,20201248,15489,.447,18665,.539,.0139999999999999,10554,14007,Matched (3)
Sebastian,Arkansas,127799,546.03998,75,3011524,31198,.662,14487,.307,.031,15445,19328,Matched (3)
Northampton,Virginia,12282,207,133,8631393,3667,.546,2955,.44,.014,874,1068,Matched (3)
Sully,South Dakota,1446,1007,66,886667,726,.781,185,.199,,12,42,Matched (3)
Boone,Nebraska,5379,687,93,1961504,2653,.825,499,.155,.02,65,183,Matched (3)
Jones,North Carolina,9172,473,100,10439388,3280,.594,2197,.398,.008,398,394,Matched (3)
Fond du Lac,Wisconsin,104154,719.54999,72,5893718,20588,.36,35754,.625,.015,4368,6717,Matched (3)
Bradley,Arkansas,10545,654.38,75,3011524,2335,.639,1214,.332,.029,1516,1575,Matched (3)
Fountain,Indiana,16479,396,92,6785528,6154,.771,1629,.204,.025,373,412,Matched (3)
Marion,Kansas,11823,903,105,2937880,4465,.731,1516,.248,.021,296,442,Matched (3)
Sumter,Alabama,12345,903.89001,67,5024279,1598,.254,4648,.74,.006,86,131,Matched (3)
Sumter,Florida,129752,546,67,21538088,62761,.679,29341,.317,.0039999999999999,5582,7583,Matched (3)
Scurry,Texas,16932,903,254,29145504,4983,.849,818,.139,.012,6149,7139,Matched (3)
Hot Springs,Wyoming,4621,2004,23,576851,1999,.779,482,.188,.033,105,177,Matched (3)
Jackson,Oklahoma,24785,803,77,3959353,6392,.778,1646,.2,.022,5538,5937,Matched (3)
Knox,Ohio,62721,527.12,88,11799448,22340,.712,8589,.274,.014,737,1196,Matched (3)
Hall,Nebraska,62895,546,93,1961504,16189,.664,7681,.315,.021,13653,19181,Matched (3)
Windsor,Vermont,57753,932,14,643077,23376,.6830000000000001,9971,.291,.026,696,1230,Matched (3)
Oldham,Texas,1758,1501,254,29145504,917,.909,81,.08,.011,243,313,Matched (3)
Orange,New York,401310,839,62,20201248,84684,.492,84996,.494,.014,67185,89744,Matched (3)
Sussex,Virginia,10829,491,133,8631393,2827,.556,2219,.437,.007,268,306,Matched (3)
Gwinnett,Georgia,957062,433,159,10711908,241994,.584,166400,.402,.014,162035,220460,Matched (3)
Sutton,Texas,3372,1454,254,29145504,1222,.785,322,.207,.008,2459,2093,Matched (3)
Valencia,New Mexico,76205,1068,33,2117522,14263,.442,17364,.538,.02,44605,45775,Matched (3)
Swain,North Carolina,14117,541,100,10439388,4161,.59,2780,.394,.016,540,592,Matched (3)
Sweet Grass,Montana,3678,1855,56,1084225,1840,.752,549,.224,.024,51,98,Matched (3)
Washington,Kentucky,12027,301,120,4505836,4482,.72,1644,.264,.016,393,470,Matched (3)
Phelps,Nebraska,8968,540,93,1961504,4157,.83,752,.15,.02,373,551,Matched (3)
Stutsman,North Dakota,21593,2222,53,779094,6994,.705,2676,.27,.025,361,593,Matched (3)
Franklin,Indiana,22785,384,92,6785528,9691,.8080000000000001,2137,.178,.014,210,219,Matched (3)
Talbot,Georgia,5733,393,159,10711908,2114,.6,1392,.395,.005,91,112,Matched (3)
Ritchie,West Virginia,8444,454,55,1793716,3649,.852,586,.137,.011,55,80,Matched (3)
Clinton,Iowa,46460,695,99,3190369,13361,.542,10812,.439,.019,1243,1539,Matched (3)
Shelby,Alabama,223024,784.92999,67,5024279,79700,.696,33268,.291,.0130000000000001,11567,16460,Matched (3)
Holt,Missouri,4223,462,115,6154913,1976,.843,338,.144,.013,39,67,Matched (3)
Tallapoosa,Alabama,41311,716.52002,67,5024279,14963,.714,5859,.28,.006,1042,1144,Matched (3)
Tama,Iowa,17135,721,99,3190369,5303,.588,3577,.396,.016,1320,1804,Matched (3)
Rock,Wisconsin,163687,718.14001,72,5893718,46658,.548,37138,.436,.016,12124,15800,Matched (3)
Auglaize,Ohio,46422,401.25,88,11799448,20798,.8070000000000001,4651,.18,.013,543,781,Matched (3)
Athens,Ohio,62431,506.76001,88,11799448,10862,.417,14772,.5669999999999999,.016,1002,1450,Matched (3)
Perry,Kentucky,28473,342,120,4505836,8129,.765,2356,.222,.013,185,221,Matched (3)
Peoria,Illinois,181830,618,102,12812508,43578,.519,38252,.456,.025,7102,10091,Matched (3)
Cumberland,Tennessee,61145,682,95,6910840,25168,.78,6728,.208,.012,1307,1936,Matched (3)
Sullivan,Tennessee,158163,413,95,6910840,55860,.751,17272,.232,.017,2321,3548,Matched (3)
Clermont,Ohio,208601,451.98999,88,11799448,74570,.675,34092,.309,.016,2896,4956,Matched (3)
Taylor,Iowa,5896,534,99,3190369,2463,.76,746,.23,.01,364,399,Matched (3)
Taylor,Kentucky,26023,270,120,4505836,9376,.749,2963,.237,.014,433,720,Matched (3)
Johnson,Wyoming,8447,4166,23,576851,3881,.793,897,.183,.024,276,347,Matched (3)
Wilcox,Georgia,8766,380,159,10711908,861,.263,2402,.733,.004,338,272,Matched (3)
Steuben,Indiana,34435,309,92,6785528,11327,.701,4513,.279,.02,982,1427,Matched (3)
DeKalb,Tennessee,20080,304,95,6910840,6672,.784,1750,.206,.01,1239,1449,Matched (3)
Alpine,California,1204,739,58,39538224,476,.642,244,.329,.029,84,84,Matched (3)
Wabash,Illinois,11361,223,102,12812508,1253,.224,4237,.758,.018,158,178,Matched (3)
Duval,Texas,9831,1793,254,29145504,2443,.483,2575,.51,.007,10424,7962,Matched (3)
Liberty,Georgia,65256,519,159,10711908,13104,.613,7959,.372,.015,6159,7786,Matched (3)
Walla Walla,Washington,62584,1270,39,7705281,13690,.441,16400,.528,.0309999999999999,11593,14206,Matched (3)
Hudspeth,Texas,3202,4571,254,29145504,779,.669,371,.318,.013,2768,2036,Matched (3)
Terrell,Georgia,9185,336,159,10711908,2376,.538,2004,.454,.008,157,177,Matched (3)
Grant,Arkansas,17958,633.01001,75,3011524,6794,.829,1268,.155,.016,392,440,Matched (3)
Tattnall,Georgia,22842,484,159,10711908,2062,.252,6054,.74,.008,2502,2303,Matched (3)
Jefferson,Texas,256526,904,254,29145504,47570,.502,46073,.486,.012,42899,58915,Matched (3)
St. Clair,Michigan,160383,837,83,10077331,31363,.341,59185,.643,.016,4708,5505,Matched (3)
Prowers,Colorado,11999,1645.37,64,5773714,1458,.262,4008,.721,.017,4417,4680,Matched (3)
Webb,Texas,267114,3357,254,29145504,25898,.379,41820,.611,.01,239653,254354,Matched (3)
Franklin,Pennsylvania,155932,771,67,13002700,22422,.278,57245,.709,.013,6438,10764,Matched (3)
Seward,Nebraska,17609,575,93,1961504,6490,.71,2438,.267,.023,272,496,Matched (3)
Webster,West Virginia,8378,556,55,1793716,2759,.8110000000000001,610,.179,.01,48,50,Matched (3)
Osborne,Kansas,3500,893,105,2937880,1629,.838,281,.144,.018,46,66,Matched (3)
Thomas,Nebraska,669,713,93,1961504,377,.883,45,.105,.012,12,29,Matched (3)
Rockdale,Georgia,93570,131,159,10711908,31237,.699,13014,.291,.0100000000000001,8063,9540,Matched (3)
Butler,Alabama,19051,776.83002,67,5024279,5458,.576,3965,.418,.0060000000000001,191,260,Matched (3)
Wilson,Kansas,8624,574,105,2937880,3153,.797,723,.183,.02,217,261,Matched (3)
Greene,Missouri,298915,675,115,6154913,83630,.59,55068,.388,.022,8207,14392,Matched (3)
Clay,Kentucky,20345,471,120,4505836,6677,.88,831,.109,.011,402,353,Matched (3)
Talbot,Maryland,37526,611,24,6177224,11062,.494,10946,.489,.017,2073,3352,Matched (3)
Decatur,Tennessee,11435,333,95,6910840,4229,.8070000000000001,904,.172,.021,308,358,Matched (3)
Tioga,Pennsylvania,41045,1137,67,13002700,4955,.235,15742,.747,.018,437,640,Matched (3)
Highland,Ohio,43317,553.28003,88,11799448,15678,.797,3799,.193,.01,319,424,Matched (3)
Person,North Carolina,39097,404,100,10439388,13184,.603,8465,.387,.01,1593,2195,Matched (3)
Tipton,Indiana,15359,261,92,6785528,6110,.753,1834,.226,.021,346,434,Matched (3)
Love,Oklahoma,10146,515,77,3959353,3305,.8110000000000001,711,.174,.015,1113,1685,Matched (3)
Sitka City and Borough,Alaska,8458,2870,30,733391,1745,.4329,2124,.5269,.0402,437,501,Matched (3)
Titus,Texas,31247,411,254,29145504,7570,.718,2856,.271,.011,12799,13680,Matched (3)
Floyd,Iowa,15627,501,99,3190369,4732,.59,3172,.396,.014,331,550,Matched (3)
Todd,Minnesota,25262,942.02002,87,5706494,3286,.248,9753,.737,.015,1288,2208,Matched (3)
Putnam,New York,97668,246,62,20201248,24953,.454,29283,.533,.013,11661,17760,Matched (3)
Monroe,Wisconsin,46274,900.78003,72,5893718,8433,.374,13775,.61,.016,1661,2560,Matched (3)
Chautauqua,New York,127657,1500,62,20201248,23087,.39,34853,.589,.021,8241,11769,Matched (3)
Noble,Indiana,47457,411,92,6785528,14195,.74,4660,.243,.017,4567,5250,Matched (3)
Kit Carson,Colorado,7087,2162.4299,64,5773714,662,.171,3144,.8120000000000001,.0169999999999999,1574,1409,Matched (3)
Gogebic,Michigan,14380,1476,83,10077331,3570,.432,4600,.556,.012,142,222,Matched (3)
Torrance,New Mexico,15045,3345,33,2117522,2344,.322,4772,.655,.0229999999999999,6399,6265,Matched (3)
