county,state,pop_county,area,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020,_merge
Jefferson,Ohio,65249,409.60999,88,11799448,22828,.6850000000000001,10018,.301,.014,773,1159,Matched (3)
Lawrence,Tennessee,44159,617,95,6910840,15334,.819,3195,.171,.01,689,1117,Matched (3)
Grays Harbor,Washington,75636,1902,39,7705281,17354,.454,19877,.52,.026,6272,7834,Matched (3)
Rock,Minnesota,9704,482.60999,87,5706494,1556,.298,3583,.6850000000000001,.0169999999999999,197,364,Matched (3)
Daviess,Missouri,8430,567,115,6154913,3102,.794,746,.191,.015,87,113,Matched (3)
Grayson,Texas,135543,934,254,29145504,44163,.743,14506,.244,.013,13688,20868,Matched (3)
Richmond,Georgia,206607,324,159,10711908,59119,.679,26780,.308,.013,8207,11449,Matched (3)
Lowndes,Georgia,118251,504,159,10711908,20116,.434,25692,.554,.012,5238,7872,Matched (3)
Vermillion,Indiana,15439,257,92,6785528,5184,.6929999999999999,2145,.287,.0200000000000001,130,168,Matched (3)
Weld,Colorado,328981,4013.8401,64,5773714,66060,.396,96145,.576,.028,71680,98462,Matched (3)
Delaware,Pennsylvania,576830,191,67,13002700,206423,.629,118532,.361,.01,16537,26772,Matched (3)
Duval,Florida,995567,774,67,21538088,233762,.474,252556,.513,.013,65398,112689,Matched (3)
Morgan,Indiana,71780,404,92,6785528,27512,.761,7781,.215,.024,820,1274,Matched (3)
Caswell,North Carolina,22736,428,100,10439388,7089,.589,4860,.404,.007,744,1002,Matched (3)
Forest,Pennsylvania,6973,431,67,13002700,728,.275,1882,.711,.014,418,323,Matched (3)
Jefferson,Washington,32977,1804,39,7705281,17204,.698,6931,.281,.021,848,1305,Matched (3)
Somerset,New Jersey,345361,305,21,9288994,111173,.598,71996,.387,.015,42091,57379,Matched (3)
Skagit,Washington,129523,1731,39,7705281,38252,.524,32762,.449,.027,19709,23792,Matched (3)
Warren,Iowa,52403,572,99,3190369,17782,.574,12574,.406,.02,899,1658,Matched (3)
Lynchburg,Virginia,79009,49,133,8631393,18048,.501,17097,.475,.024,2300,3880,Matched (3)
Walker,Georgia,67654,446,159,10711908,5770,.197,23173,.789,.0139999999999999,1113,1685,Matched (3)
Fremont,Idaho,13388,1867,44,1839106,5548,.826,998,.149,.025,1694,1590,Matched (3)
Taylor,Texas,143208,916,254,29145504,39547,.718,14588,.265,.017,29074,34756,Matched (3)
Erath,Texas,42545,1086,254,29145504,13684,.8120000000000001,2916,.173,.015,7279,9254,Matched (3)
Alexander,North Carolina,36444,263,100,10439388,15888,.786,4145,.205,.009,1601,1836,Matched (3)
Hemphill,Texas,3382,910,254,29145504,1486,.864,206,.12,.016,1086,1137,Matched (3)
Emmet,Iowa,9388,396,99,3190369,3265,.673,1520,.313,.014,763,887,Matched (3)
Macomb,Michigan,881217,570,83,10077331,223952,.453,263863,.534,.0129999999999999,19095,26214,Matched (3)
Palo Pinto,Texas,28409,953,254,29145504,10179,.8149999999999999,2178,.174,.0110000000000001,4985,5614,Matched (3)
Macon,Georgia,12082,367,159,10711908,2858,.613,1783,.382,.005,527,472,Matched (3)
Sweetwater,Wyoming,42272,10426,23,576851,12229,.74,3823,.231,.029,6689,6957,Matched (3)
Hood River,Oregon,23977,522,36,4237256,8764,.674,3955,.304,.022,6589,7148,Matched (3)
Telfair,Georgia,12477,441,159,10711908,1488,.343,2825,.652,.005,2026,1928,Matched (3)
Barnwell,South Carolina,20589,557,46,5118425,5492,.532,4720,.457,.011,411,520,Matched (3)
Otoe,Nebraska,15912,616,93,1961504,5649,.679,2490,.299,.022,902,1262,Matched (3)
Whitman,Washington,47973,2159,39,7705281,11184,.533,9067,.433,.034,2040,4052,Matched (3)
St. Landry Parish,Louisiana,82540,939,64,4657757,23171,.5629999999999999,17372,.422,.0150000000000001,1321,2178,Matched (3)
Rockcastle,Kentucky,16037,318,120,4505836,6577,.845,1134,.146,.009,103,172,Matched (3)
Johnston,North Carolina,215999,796,100,10439388,68353,.615,41257,.371,.014,21814,34400,Matched (3)
Fillmore,Minnesota,21228,861.25,87,5706494,4551,.376,7301,.603,.021,207,341,Matched (3)
McNairy,Tennessee,25866,557,95,6910840,9093,.806,1943,.172,.022,396,438,Matched (3)
Assumption Parish,Louisiana,21039,364,64,4657757,7271,.647,3833,.341,.012,498,914,Matched (3)
Mitchell,North Carolina,14903,222,100,10439388,7090,.785,1867,.207,.008,631,701,Matched (3)
Schuyler,Illinois,6902,250,102,12812508,1068,.273,2773,.71,.017,90,152,Matched (3)
Madison,Kentucky,92701,441,120,4505836,27356,.623,15581,.355,.022,1813,3064,Matched (3)
Madison,Mississippi,109145,719,82,2961279,31091,.553,24440,.435,.012,2806,4117,Matched (3)
Putnam,Florida,73321,722,67,21538088,25514,.701,10527,.289,.0100000000000001,6706,7816,Matched (3)
Riley,Kansas,71959,610,105,2937880,11610,.461,12765,.507,.0319999999999999,4610,7470,Matched (3)
Lincoln,Kansas,2939,719,105,2937880,1283,.8129999999999999,266,.168,.019,72,130,Matched (3)
Greene,Ohio,167966,414.88,88,11799448,52072,.588,34798,.393,.019,3439,5216,Matched (3)
Lake of the Woods,Minnesota,3763,1296.7,87,5706494,671,.279,1704,.709,.012,35,56,Matched (3)
Clay,Texas,10218,1098,254,29145504,5069,.883,614,.107,.01,467,641,Matched (3)
Galax,Virginia,6720,8,133,8631393,777,.295,1838,.698,.0070000000000001,989,1061,Matched (3)
Carroll,Arkansas,28260,638.81,75,3011524,7424,.629,4023,.341,.03,3489,4306,Matched (3)
Madison,Virginia,13837,322,133,8631393,2698,.333,5300,.654,.013,236,441,Matched (3)
Wichita,Texas,129350,628,254,29145504,32069,.697,13161,.286,.0170000000000001,21859,25803,Matched (3)
Carver,Minnesota,106922,357.04001,87,5706494,30774,.465,34009,.514,.0209999999999999,3515,5308,Matched (3)
Winn Parish,Louisiana,13755,957,64,4657757,4619,.742,1543,.248,.01,240,1023,Matched (3)
Clarke,Alabama,23087,1238.46,67,5024279,7324,.5580000000000001,5755,.438,.0039999999999999,271,206,Matched (3)
Mahoning,Ohio,228614,415.25,88,11799448,59903,.504,57641,.485,.011,11136,14093,Matched (3)
Dixon,Nebraska,5606,476,93,1961504,2335,.757,651,.211,.032,622,796,Matched (3)
Emmons,North Dakota,3301,1510,53,779094,1738,.868,237,.118,.014,34,35,Matched (3)
Bacon,Georgia,11140,285,159,10711908,625,.134,4017,.861,.005,791,875,Matched (3)
Mohave,Arizona,213267,13470,15,7151502,24831,.237,78535,.75,.013,29569,34126,Matched (3)
Fall River,South Dakota,6973,1740,66,886667,2878,.712,1053,.261,,159,180,Matched (3)
Hart,Georgia,25828,232,159,10711908,3157,.248,9465,.744,.008,786,931,Matched (3)
San Patricio,Texas,68755,692,254,29145504,16516,.638,8988,.347,.015,35248,38220,Matched (3)
Rogers,Oklahoma,95240,675,77,3959353,34031,.764,9589,.215,.021,3229,5257,Matched (3)
Garza,Texas,5816,896,254,29145504,1413,.855,231,.14,.005,3046,3272,Matched (3)
Hardeman,Tennessee,25462,668,95,6910840,5760,.573,4180,.416,.0110000000000001,376,494,Matched (3)
Montgomery,North Carolina,25751,502,100,10439388,8411,.655,4327,.337,.008,3926,3924,Matched (3)
Crittenden,Arkansas,48163,636.73999,75,3011524,7333,.448,8514,.52,.032,1014,1428,Matched (3)
Gulf,Florida,14192,565,67,21538088,6113,.749,1985,.243,.008,678,555,Matched (3)
Erie,New York,954236,1227,62,20201248,267174,.5649999999999999,197527,.418,.0170000000000001,41731,59658,Matched (3)
Nevada,California,102241,958,58,39538224,36359,.5620000000000001,26779,.414,.024,8439,10416,Matched (3)
Harlan,Nebraska,3073,553,93,1961504,1615,.838,282,.146,.016,45,90,Matched (3)
Mifflin,Pennsylvania,46143,415,67,13002700,4603,.214,16670,.775,.011,534,979,Matched (3)
Roane,West Virginia,14028,484,55,1793716,4213,.731,1455,.252,.017,103,152,Matched (3)
Nelson,Virginia,14775,472,133,8631393,4327,.466,4812,.518,.016,459,663,Matched (3)
Mitchell,Texas,8990,910,254,29145504,2170,.841,397,.154,.005,3481,3454,Matched (3)
Bullock,Alabama,10357,622.79999,67,5024279,1146,.249,3446,.747,.004,777,503,Matched (3)
Osceola,Iowa,6192,399,99,3190369,2690,.8100000000000001,601,.181,.009,430,603,Matched (3)
Peach,Georgia,27981,151,159,10711908,5922,.472,6506,.518,.01,1890,2547,Matched (3)
Golden Valley,Montana,823,1175,56,1084225,414,.823,78,.155,.022,31,35,Matched (3)
Walthall,Mississippi,13884,404,82,2961279,4220,.593,2835,.398,.009,238,203,Matched (3)
Teton,Wyoming,23331,4008,23,576851,4341,.299,9848,.678,.023,3191,3295,Matched (3)
Chouteau,Montana,5895,3973,56,1084225,1891,.638,991,.334,.028,94,159,Matched (3)
Appling,Georgia,18444,509,159,10711908,1784,.213,6570,.783,.004,1704,1825,Matched (3)
Dallas,Alabama,38462,978.69,67,5024279,5524,.31,12230,.6850000000000001,.0049999999999999,309,296,Matched (3)
Ward,North Dakota,69919,2013,53,779094,19974,.711,7293,.259,.03,1869,4590,Matched (3)
Garden,Nebraska,1874,1705,93,1961504,1016,.85,161,.135,.015,80,88,Matched (3)
Marion,Tennessee,28837,613,95,6910840,9911,.748,3177,.24,.012,361,601,Matched (3)
DeKalb,Georgia,764382,268,159,10711908,308162,.831,58377,.157,.012,67824,81471,Matched (3)
Armstrong,Pennsylvania,65558,664,67,13002700,8457,.233,27489,.756,.011,366,490,Matched (3)
Floyd,Georgia,98584,513,159,10711908,11917,.288,28906,.699,.013,8987,11466,Matched (3)
Wayne,Georgia,30144,645,159,10711908,2688,.21,9987,.782,.008,1719,1732,Matched (3)
Whitley,Kentucky,36712,440,120,4505836,12567,.819,2552,.166,.015,310,687,Matched (3)
Coshocton,Ohio,36612,564.07001,88,11799448,12325,.736,4125,.246,.018,279,401,Matched (3)
Douglas,Illinois,19740,416,102,12812508,2335,.267,6227,.713,.02,1210,1565,Matched (3)
Marshall,Kentucky,31659,305,120,4505836,13297,.755,4071,.231,.014,350,539,Matched (3)
Mississippi,Missouri,12577,413,115,6154913,3537,.744,1178,.248,.008,231,223,Matched (3)
Lincoln,Mississippi,34907,586,82,2961279,11596,.6899999999999999,5040,.3,.0100000000000001,330,406,Matched (3)
Sevier,Arkansas,15839,581.34998,75,3011524,3884,.747,1116,.215,.038,5220,5508,Matched (3)
Jefferson,Montana,12085,1657,56,1084225,5345,.656,2625,.322,.022,224,291,Matched (3)
Ogemaw,Michigan,20770,575,83,10077331,3475,.292,8253,.6929999999999999,.015,309,437,Matched (3)
St. Charles,Missouri,405262,56,115,6154913,128389,.578,89530,.403,.019,9983,16011,Matched (3)
Shackelford,Texas,3105,914,254,29145504,1484,.912,130,.08,.008,340,363,Matched (3)
Randolph,Alabama,21967,580.54999,67,5024279,8559,.791,2203,.204,.005,649,605,Matched (3)
St. Lucie,Florida,329226,572,67,21538088,86831,.504,84137,.489,.007,45995,66320,Matched (3)
Kearny,Kansas,3983,870,105,2937880,1164,.8,267,.184,.016,1135,1396,Matched (3)
Monroe,Kentucky,11338,331,120,4505836,4628,.868,657,.123,.009,289,473,Matched (3)
Oneida,Idaho,4564,1200,44,1839106,2148,.876,249,.102,.022,126,178,Matched (3)
Cimarron,Oklahoma,2296,1835,77,3959353,970,.92,70,.066,.014,514,563,Matched (3)
Troup,Georgia,69426,414,159,10711908,11577,.385,18142,.604,.011,2170,2956,Matched (3)
Wahkiakum,Washington,4422,264,39,7705281,1165,.392,1741,.586,.022,108,183,Matched (3)
Texas,Oklahoma,21384,2037,77,3959353,4505,.8159999999999999,894,.162,.022,8659,10823,Matched (3)
Starke,Indiana,23371,309,92,6785528,7466,.726,2650,.258,.016,766,902,Matched (3)
Pearl River,Mississippi,56145,812,82,2961279,19595,.8149999999999999,4148,.173,.0120000000000001,1636,2284,Matched (3)
Mason,West Virginia,25453,535,55,1793716,8491,.758,2526,.225,.017,119,170,Matched (3)
Montgomery,Illinois,28288,703,102,12812508,3905,.284,9544,.695,.021,459,587,Matched (3)
Wasatch,Utah,34788,1206,29,3271616,10795,.614,6187,.352,.034,3184,5046,Matched (3)
Washington,New York,61302,846,62,20201248,11565,.412,15941,.5669999999999999,.0210000000000001,1446,1761,Matched (3)
Jones,Iowa,20646,575,99,3190369,6572,.599,4213,.384,.017,270,497,Matched (3)
Audubon,Iowa,5674,443,99,3190369,2295,.672,1071,.314,.014,37,86,Matched (3)
Montgomery,Iowa,10330,424,99,3190369,3659,.6879999999999999,1583,.298,.0140000000000001,305,371,Matched (3)
Maverick,Texas,57887,1280,254,29145504,6881,.448,8332,.543,.009,51914,54936,Matched (3)
Kewaunee,Wisconsin,20563,342.51999,72,5893718,3976,.329,7927,.657,.014,463,834,Matched (3)
Clark,Nevada,2265461,7911,17,3104614,521852,.537,430930,.443,.02,568644,701416,Matched (3)
Presque Isle,Michigan,12982,2573,83,10077331,2911,.349,5342,.64,.011,116,154,Matched (3)
Clatsop,Oregon,41072,827,36,4237256,12916,.544,10218,.43,.026,2838,3848,Matched (3)
Shawano,Wisconsin,40881,511.26999,72,5893718,7131,.315,15173,.671,.014,905,1176,Matched (3)
Muscatine,Iowa,43235,439,99,3190369,10823,.525,9372,.454,.021,6803,7769,Matched (3)
Anderson,Kansas,7836,583,105,2937880,2929,.772,782,.206,.022,123,155,Matched (3)
Callahan,Texas,13708,899,254,29145504,6012,.88,734,.107,.013,1025,1306,Matched (3)
Warren,Illinois,16835,542,102,12812508,3090,.391,4676,.591,.018,1490,1789,Matched (3)
Mississippi,Arkansas,40685,919.72998,75,3011524,7296,.591,4558,.369,.04,1695,1771,Matched (3)
St. Clair,Illinois,257400,379,102,12812508,68325,.533,57150,.446,.021,8785,12582,Matched (3)
McDowell,North Carolina,44578,519,100,10439388,16883,.735,5832,.254,.011,2392,2947,Matched (3)
Grand Forks,North Dakota,73170,1438,53,779094,16987,.553,12880,.419,.028,1951,3657,Matched (3)
Orange,Florida,1429908,908,67,21538088,245398,.379,395014,.61,.011,308244,473025,Matched (3)
Divide,North Dakota,2195,1259,53,779094,904,.754,265,.221,.025,30,53,Matched (3)
McHenry,North Dakota,5345,1874,53,779094,2364,.789,564,.188,.023,80,98,Matched (3)
Kenedy,Texas,350,1457,254,29145504,127,.655,65,.335,.01,319,261,Matched (3)
Champaign,Ohio,38714,428.56,88,11799448,14589,.731,5062,.254,.015,451,648,Matched (3)
Lyon,Kentucky,8680,216,120,4505836,3100,.733,1092,.258,.009,77,152,Matched (3)
McKean,Pennsylvania,40432,984,67,13002700,5098,.262,14083,.723,.015,757,642,Matched (3)
Kenai Peninsula Borough,Alaska,58799,16017,30,733391,21761,.641,10965,.323,.036,1641,2328,Matched (3)
Alcorn,Mississippi,34740,400,82,2961279,12818,.8120000000000001,2782,.176,.012,1010,1248,Matched (3)
Calaveras,California,45292,1020,58,39538224,10046,.37,16518,.608,.022,4703,5865,Matched (3)
Cook,Georgia,17229,229,159,10711908,2059,.293,4900,.697,.0100000000000001,1024,1134,Matched (3)
Medina,Ohio,182470,423,88,11799448,64598,.611,39800,.376,.013,2747,4592,Matched (3)
Monroe,Iowa,7577,433,99,3190369,2975,.728,1078,.264,.008,169,117,Matched (3)
McLeod,Minnesota,36771,491.91,87,5706494,6413,.307,13986,.67,.023,1811,2555,Matched (3)
Dundy,Nebraska,1654,920,93,1961504,883,.884,105,.105,.011,117,103,Matched (3)
McMullen,Texas,600,1113,254,29145504,460,.891,53,.103,.006,261,224,Matched (3)
Luna,New Mexico,25427,2965,33,2117522,3563,.44,4408,.544,.016,15423,16670,Matched (3)
Sarpy,Nebraska,190604,241,93,1961504,51979,.543,41206,.431,.026,11569,20055,Matched (3)
Dawson,Texas,12456,902,254,29145504,2951,.779,808,.213,.008,7387,6767,Matched (3)
Saratoga,New York,235509,844,62,20201248,68471,.516,61305,.462,.022,5279,8667,Matched (3)
Jasper,Indiana,32918,560,92,6785528,11383,.736,3798,.246,.018,1823,2342,Matched (3)
La Salle,Texas,6664,1489,254,29145504,1335,.555,1052,.437,.008,5920,4908,Matched (3)
Westmoreland,Virginia,18477,229,133,8631393,4501,.454,5318,.537,.009,1002,1049,Matched (3)
Anderson,Texas,57922,1071,254,29145504,15110,.786,3955,.206,.008,9287,11111,Matched (3)
Dodge,Nebraska,37167,534,93,1961504,10984,.651,5544,.329,.02,3689,6083,Matched (3)
Haskell,Texas,5416,903,254,29145504,1840,.831,353,.159,.01,1414,1377,Matched (3)
Clearfield,Pennsylvania,80562,1154,67,13002700,9673,.245,29203,.741,.014,1907,2637,Matched (3)
Storey,Nevada,4104,264,17,3104614,902,.314,1908,.663,.0229999999999999,228,340,Matched (3)
Brooks,Texas,7076,943,254,29145504,998,.402,1470,.592,.006,6590,6242,Matched (3)
Atlantic,New Jersey,274534,561,21,9288994,73808,.527,64438,.46,.013,46241,53713,Matched (3)
Poinsett,Arkansas,22965,763.39001,75,3011524,5918,.787,1424,.189,.024,543,829,Matched (3)
Monongalia,West Virginia,105822,361,55,1793716,20803,.494,20282,.482,.024,1692,3308,Matched (3)
Seneca,Ohio,55069,550.59003,88,11799448,17086,.662,8266,.32,.018,2524,2899,Matched (3)
Saluda,South Carolina,18862,462,46,5118425,6210,.67,2963,.319,.011,2857,3012,Matched (3)
Lincoln,Wisconsin,28415,878.96997,72,5893718,6261,.38,10017,.607,.013,340,529,Matched (3)
Powell,Kentucky,13129,180,120,4505836,4041,.734,1367,.248,.018,132,197,Matched (3)
Bedford,Tennessee,50237,474,95,6910840,14354,.752,4453,.233,.015,5083,7665,Matched (3)
Wabash,Indiana,30976,412,92,6785528,10762,.738,3494,.24,.022,697,897,Matched (3)
Turner,South Dakota,8673,617,66,886667,3290,.723,1139,.25,,112,249,Matched (3)
Merced,California,281202,1929,58,39538224,48991,.541,39397,.435,.024,140485,173857,Matched (3)
Benton,Missouri,19394,706,115,6154913,8109,.774,2180,.208,.018,291,310,Matched (3)
Pontotoc,Mississippi,31184,497,82,2961279,11550,.804,2614,.182,.014,1849,2048,Matched (3)
Hamilton,Ohio,830639,407.35999,88,11799448,177886,.413,246266,.572,.015,20607,36250,Matched (3)
Lewis,Missouri,10032,505,115,6154913,3553,.771,984,.213,.016,159,165,Matched (3)
Mercer,North Dakota,8350,1045,53,779094,3856,.827,704,.151,.022,121,218,Matched (3)
Lowndes,Alabama,10311,715.90997,67,5024279,1836,.269,4972,.728,.003,87,140,Matched (3)
Mercer,Pennsylvania,110652,683,67,13002700,21067,.364,36143,.624,.012,1248,1609,Matched (3)
Mercer,West Virginia,59664,420,55,1793716,19237,.765,5556,.221,.014,480,705,Matched (3)
Meriwether,Georgia,20613,503,159,10711908,4287,.394,6524,.6,.006,347,475,Matched (3)
Columbia,Pennsylvania,64727,490,67,13002700,10532,.338,20098,.645,.0169999999999999,1349,2140,Matched (3)
Robertson,Texas,16757,855,254,29145504,5646,.697,2374,.293,.0100000000000001,2990,3528,Matched (3)
Donley,Texas,3258,930,254,29145504,1438,.873,198,.12,.007,309,356,Matched (3)
Allamakee,Iowa,14061,640,99,3190369,4735,.639,2576,.347,.014,757,1221,Matched (3)
Powell,Montana,6946,2326,56,1084225,2355,.741,752,.237,.022,117,161,Matched (3)
Henderson,Texas,82150,874,254,29145504,28911,.796,7060,.194,.01,8490,11242,Matched (3)
Rains,Texas,12164,259,254,29145504,5155,.852,842,.139,.009,839,1109,Matched (3)
Lincoln,Colorado,5675,2585.21,64,5773714,470,.177,2135,.805,.0179999999999999,683,809,Matched (3)
Middlesex,Massachusetts,1632002,824,14,7029917,617196,.718,226956,.264,.018,98350,143245,Matched (3)
Adams,Ohio,27477,583.90997,88,11799448,9870,.8129999999999999,2156,.178,.0090000000000001,243,217,Matched (3)
Pulaski,Georgia,9855,247,159,10711908,1230,.301,2815,.6899999999999999,.0090000000000001,465,327,Matched (3)
Rice,Kansas,9427,727,105,2937880,3262,.755,965,.223,.022,1018,1290,Matched (3)
Geauga,Ohio,95397,403.66,88,11799448,34143,.61,21201,.379,.011,1001,1664,Matched (3)
Kanabec,Minnesota,16032,524.92999,87,5706494,2774,.301,6278,.681,.018,214,238,Matched (3)
Pinellas,Florida,959107,280,67,21538088,276209,.494,277450,.496,.01,73241,102439,Matched (3)
Randall,Texas,140753,914,254,29145504,50796,.786,12802,.198,.016,19775,31583,Matched (3)
Oglala Lakota,South Dakota,13672,2094,66,886667,297,.093,2829,.884,,,402,Matched (3)
Fentress,Tennessee,18489,499,95,6910840,7441,.852,1214,.139,.009,189,316,Matched (3)
Sioux,Nebraska,1135,1313,93,1961504,642,.881,72,.099,.02,52,43,Matched (3)
Lincoln Parish,Louisiana,48396,472,64,4657757,11311,.587,7559,.392,.021,1189,1754,Matched (3)
Pike,Missouri,17587,673,115,6154913,5863,.762,1717,.223,.015,331,434,Matched (3)
Lamar,Mississippi,64222,497,82,2961279,20704,.727,7340,.258,.015,1205,2362,Matched (3)
Iowa,Wisconsin,23709,762.58002,72,5893718,7828,.5600000000000001,5909,.423,.017,336,455,Matched (3)
Kingfisher,Oklahoma,15184,903,77,3959353,5521,.854,854,.132,.014,2022,2755,Matched (3)
Albany,Wyoming,37066,4274,23,576851,8579,.465,9092,.493,.0419999999999999,3202,3910,Matched (3)
Madera,California,156255,2138,58,39538224,23168,.431,29378,.547,.0219999999999999,80992,93178,Matched (3)
Mineral,Nevada,4554,3757,17,3104614,829,.355,1423,.609,.036,436,508,Matched (3)
Boone,Missouri,183610,685,115,6154913,38646,.424,50064,.549,.027,4895,8052,Matched (3)
Marshall,Kansas,10038,900,105,2937880,3729,.729,1259,.246,.025,193,227,Matched (3)
Brown,South Dakota,38301,1713,66,886667,10580,.603,6538,.373,,496,1659,Matched (3)
Plymouth,Iowa,25698,864,99,3190369,10492,.741,3494,.247,.012,742,1496,Matched (3)
Forest,Wisconsin,9179,1014.07,72,5893718,1721,.341,3285,.651,.008,138,155,Matched (3)
Dickinson,Michigan,25947,777,83,10077331,4744,.325,9617,.659,.016,270,440,Matched (3)
Grand Traverse,Michigan,95238,601,83,10077331,28683,.476,30502,.506,.018,1874,3010,Matched (3)
Monroe,Ohio,13385,455.54001,88,11799448,5463,.764,1605,.225,.011,59,67,Matched (3)
Tyrrell,North Carolina,3245,600,100,10439388,1044,.576,758,.418,.0060000000000001,240,272,Matched (3)
Van Buren,Iowa,7203,485,99,3190369,2859,.756,875,.231,.013,88,114,Matched (3)
Matanuska-Susitna Borough,Alaska,107081,24707,30,733391,38492,.719,12849,.24,.041,3301,5244,Matched (3)
