county,state,pop_county,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020
Bryan,Georgia,44738,159,10711908,6738,.316,14240,.667,.0169999999999999,1336,3269
Lumpkin,Georgia,33488,159,10711908,3126,.201,12163,.783,.0159999999999999,1344,1790
Cherokee,Georgia,266620,159,10711908,42779,.295,99585,.6879999999999999,.0170000000000001,20566,32111
Chatham,Georgia,295291,159,10711908,78247,.587,53232,.399,.014,14370,23790
Heard,Georgia,11412,159,10711908,824,.153,4519,.838,.009,223,253
Quitman,Georgia,2235,159,10711908,497,.449,604,.546,.0049999999999999,34,31
Baker,Georgia,2876,159,10711908,652,.419,897,.577,.004,145,143
Brantley,Georgia,18021,159,10711908,700,.09,6993,.902,.008,343,326
Ware,Georgia,36251,159,10711908,4169,.294,9903,.698,.008,1207,1612
Emanuel,Georgia,22768,159,10711908,2886,.304,6553,.6889999999999999,.007,921,993
Tattnall,Georgia,22842,159,10711908,2062,.252,6054,.74,.008,2502,2303
Thomas,Georgia,45798,159,10711908,8708,.398,12969,.593,.009,1275,1577
Webster,Georgia,2348,159,10711908,640,.46,748,.538,.002,98,59
Berrien,Georgia,18160,159,10711908,1269,.164,6419,.829,.007,885,1045
Floyd,Georgia,98584,159,10711908,11917,.288,28906,.699,.013,8987,11466
Newton,Georgia,112483,159,10711908,29789,.549,23869,.44,.011,4635,7164
Fayette,Georgia,119194,159,10711908,33062,.459,37956,.527,.0139999999999999,6760,9480
Walton,Georgia,96673,159,10711908,12683,.248,37839,.741,.011,2683,5228
Burke,Georgia,24596,159,10711908,5208,.488,5400,.505,.007,617,777
Lamar,Georgia,18500,159,10711908,2620,.29,6331,.7,.01,341,475
Grady,Georgia,26236,159,10711908,3619,.338,7034,.657,.0049999999999999,2500,3273
Peach,Georgia,27981,159,10711908,5922,.472,6506,.518,.01,1890,2547
Douglas,Georgia,144237,159,10711908,42814,.62,25454,.368,.012,11125,16035
Cook,Georgia,17229,159,10711908,2059,.293,4900,.697,.0100000000000001,1024,1134
Dade,Georgia,16251,159,10711908,1261,.17,6066,.8159999999999999,.014,292,364
Randolph,Georgia,6425,159,10711908,1671,.544,1390,.452,.0039999999999999,119,143
Wilkinson,Georgia,8877,159,10711908,2074,.435,2665,.5590000000000001,.0059999999999999,214,239
Marion,Georgia,7498,159,10711908,1312,.362,2275,.628,.01,570,560
Screven,Georgia,14067,159,10711908,2661,.402,3915,.591,.007,180,287
Stewart,Georgia,5314,159,10711908,1182,.594,801,.403,.003,1454,1217
Atkinson,Georgia,8286,159,10711908,825,.261,2300,.729,.01,2039,2048
White,Georgia,28003,159,10711908,2411,.163,12222,.825,.012,647,913
Talbot,Georgia,5733,159,10711908,2114,.6,1392,.395,.005,91,112
Wilkes,Georgia,9565,159,10711908,2160,.429,2823,.5610000000000001,.0099999999999999,361,399
Wilcox,Georgia,8766,159,10711908,861,.263,2402,.733,.004,338,272
Jenkins,Georgia,8674,159,10711908,1266,.366,2161,.625,.009,334,303
Dougherty,Georgia,85790,159,10711908,24568,.696,10441,.296,.0080000000000001,2073,2413
Harris,Georgia,34668,159,10711908,5457,.273,14319,.716,.011,872,1417
Crisp,Georgia,20128,159,10711908,2982,.371,4985,.621,.008,748,634
Candler,Georgia,10981,159,10711908,1269,.286,3133,.707,.007,1227,1378
Ben Hill,Georgia,17194,159,10711908,2393,.365,4111,.626,.009,1026,1054
Long,Georgia,16168,159,10711908,2035,.36,3527,.623,.017,1778,1979
Irwin,Georgia,9666,159,10711908,1008,.242,3134,.752,.006,228,663
Bulloch,Georgia,81099,159,10711908,11248,.374,18387,.611,.015,2439,4180
Dawson,Georgia,26798,159,10711908,2486,.155,13398,.833,.012,920,1605
Johnson,Georgia,9189,159,10711908,1222,.298,2850,.695,.007,186,117
Monroe,Georgia,27957,159,10711908,4385,.281,11057,.709,.01,535,714
Towns,Georgia,12493,159,10711908,1550,.194,6384,.8,.006,206,415
Colquitt,Georgia,45898,159,10711908,4190,.26,11777,.732,.008,7763,8709
Jackson,Georgia,75907,159,10711908,7642,.203,29502,.783,.0139999999999999,3736,6712
Wayne,Georgia,30144,159,10711908,2688,.21,9987,.782,.008,1719,1732
Whitfield,Georgia,102864,159,10711908,10680,.29,25644,.697,.013,32471,36916
Henry,Georgia,240712,159,10711908,73443,.597,48259,.392,.011,11813,18437
Toombs,Georgia,27030,159,10711908,2938,.269,7873,.721,.01,3055,3044
Barrow,Georgia,83505,159,10711908,10453,.276,26804,.707,.017,6037,10560
Upson,Georgia,27700,159,10711908,4203,.326,8606,.667,.0069999999999999,588,633
Bartow,Georgia,108901,159,10711908,12091,.24,37672,.747,.013,7690,10751
Bibb,Georgia,157346,159,10711908,43408,.614,26559,.376,.01,4389,6737
Lincoln,Georgia,7690,159,10711908,1432,.309,3173,.6840000000000001,.007,98,92
Clay,Georgia,2848,159,10711908,791,.551,637,.444,.0049999999999999,26,41
Dodge,Georgia,19925,159,10711908,2172,.269,5843,.724,.007,732,620
Haralson,Georgia,29919,159,10711908,1791,.126,12330,.866,.008,318,497
Jefferson,Georgia,15709,159,10711908,4058,.531,3537,.463,.0059999999999999,517,462
Lowndes,Georgia,118251,159,10711908,20116,.434,25692,.554,.012,5238,7872
Cobb,Georgia,766149,159,10711908,221847,.5629999999999999,165436,.42,.0170000000000001,84330,111240
Columbia,Georgia,156010,159,10711908,29232,.363,50013,.621,.016,6175,11858
Meriwether,Georgia,20613,159,10711908,4287,.394,6524,.6,.006,347,475
Polk,Georgia,42853,159,10711908,3657,.21,13587,.781,.009,4885,5585
Hart,Georgia,25828,159,10711908,3157,.248,9465,.744,.008,786,931
Spalding,Georgia,67306,159,10711908,11828,.392,18104,.599,.009,2451,3666
Brooks,Georgia,16301,159,10711908,2791,.393,4261,.6,.007,853,955
Washington,Georgia,19988,159,10711908,4743,.5,4668,.493,.007,407,334
Dooly,Georgia,11208,159,10711908,1911,.466,2159,.526,.008,862,797
Glascock,Georgia,2884,159,10711908,155,.099,1402,.896,.005,33,52
Terrell,Georgia,9185,159,10711908,2376,.538,2004,.454,.008,157,177
Liberty,Georgia,65256,159,10711908,13104,.613,7959,.372,.015,6159,7786
Lanier,Georgia,9877,159,10711908,1019,.285,2509,.702,.0130000000000001,461,572
Bacon,Georgia,11140,159,10711908,625,.134,4017,.861,.005,791,875
Carroll,Georgia,119148,159,10711908,16236,.298,37476,.6879999999999999,.014,6800,9586
Jeff Davis,Georgia,14779,159,10711908,1028,.178,4695,.8139999999999999,.0080000000000001,1577,2047
Laurens,Georgia,49570,159,10711908,8074,.355,14493,.638,.007,1143,1424
Taylor,Georgia,7816,159,10711908,1388,.361,2420,.63,.009,164,168
Appling,Georgia,18444,159,10711908,1784,.213,6570,.783,.004,1704,1825
Rabun,Georgia,16883,159,10711908,1984,.207,7474,.781,.012,1301,1452
Chattooga,Georgia,24965,159,10711908,1854,.184,8064,.802,.014,1043,1297
Evans,Georgia,10774,159,10711908,1324,.312,2888,.68,.0079999999999999,1441,1237
Taliaferro,Georgia,1559,159,10711908,561,.605,360,.388,.007,35,69
Chattahoochee,Georgia,9565,159,10711908,667,.422,880,.556,.022,1398,1610
Gwinnett,Georgia,957062,159,10711908,241994,.584,166400,.402,.014,162035,220460
Mitchell,Georgia,21755,159,10711908,3993,.446,4935,.551,.003,1028,964
Hancock,Georgia,8735,159,10711908,2976,.717,1154,.278,.005,139,63
Charlton,Georgia,12518,159,10711908,1105,.242,3419,.748,.01,310,2036
Banks,Georgia,18035,159,10711908,932,.106,7795,.886,.008,1041,1164
Effingham,Georgia,64769,159,10711908,7718,.244,23361,.74,.016,1501,3492
Murray,Georgia,39973,159,10711908,2301,.15,12944,.841,.009,5154,5914
Tift,Georgia,41344,159,10711908,5318,.327,10784,.662,.011,4037,5219
Baldwin,Georgia,43799,159,10711908,9140,.501,8903,.488,.011,919,1139
Rockdale,Georgia,93570,159,10711908,31237,.699,13014,.291,.0100000000000001,8063,9540
Clayton,Georgia,297595,159,10711908,95466,.85,15811,.141,.009,35447,42546
Defiance,Ohio,38286,88,11799448,13038,.673,5981,.309,.018,3409,3950
Lorain,Ohio,312964,88,11799448,79520,.505,75667,.481,.014,25290,32917
Licking,Ohio,178519,88,11799448,59514,.632,33055,.351,.017,2312,3988
Paulding,Ohio,18806,88,11799448,7086,.749,2213,.234,.017,838,1010
Pike,Ohio,27088,88,11799448,9157,.738,3110,.251,.011,207,219
Logan,Ohio,46150,88,11799448,17964,.769,5055,.216,.015,539,1004
Warren,Ohio,242337,88,11799448,87988,.647,46069,.339,.014,4784,7738
Williams,Ohio,37102,88,11799448,13452,.721,4842,.26,.019,1390,1862
Fairfield,Ohio,158921,88,11799448,50797,.61,31224,.375,.015,2510,4021
Muskingum,Ohio,86410,88,11799448,27867,.6889999999999999,11971,.296,.0150000000000001,650,1055
Carroll,Ohio,26721,88,11799448,10745,.756,3251,.229,.015,238,299
Morrow,Ohio,34950,88,11799448,14077,.763,4048,.219,.018,380,580
Lawrence,Ohio,58240,88,11799448,20306,.722,7489,.266,.012,445,618
Knox,Ohio,62721,88,11799448,22340,.712,8589,.274,.014,737,1196
Jefferson,Ohio,65249,88,11799448,22828,.6850000000000001,10018,.301,.014,773,1159
Ottawa,Ohio,40364,88,11799448,14628,.609,9008,.375,.016,1755,2059
Stark,Ohio,374853,88,11799448,111097,.585,75904,.4,.015,5965,10516
Miami,Ohio,108774,88,11799448,41371,.714,15663,.27,.016,1341,2199
Henry,Ohio,27662,88,11799448,10479,.71,4062,.275,.015,1860,2187
Monroe,Ohio,13385,88,11799448,5463,.764,1605,.225,.011,59,67
Belmont,Ohio,66497,88,11799448,23560,.712,9138,.276,.012,429,824
Montgomery,Ohio,537309,88,11799448,129034,.481,135064,.503,.016,12177,21179
Columbiana,Ohio,101877,88,11799448,35726,.717,13359,.268,.015,1348,1752
Clinton,Ohio,42018,88,11799448,15488,.755,4697,.229,.016,559,765
Highland,Ohio,43317,88,11799448,15678,.797,3799,.193,.01,319,424
Adams,Ohio,27477,88,11799448,9870,.8129999999999999,2156,.178,.0090000000000001,243,217
Clermont,Ohio,208601,88,11799448,74570,.675,34092,.309,.016,2896,4956
Greene,Ohio,167966,88,11799448,52072,.588,34798,.393,.019,3439,5216
Delaware,Ohio,214124,88,11799448,66356,.527,57735,.458,.015,3669,7012
Darke,Ohio,51881,88,11799448,22004,.8110000000000001,4731,.174,.015,646,859
Crawford,Ohio,42025,88,11799448,15436,.746,4916,.238,.016,533,638
Shelby,Ohio,48230,88,11799448,20422,.8090000000000001,4465,.177,.014,661,787
Auglaize,Ohio,46422,88,11799448,20798,.8070000000000001,4651,.18,.013,543,781
Athens,Ohio,62431,88,11799448,10862,.417,14772,.5669999999999999,.016,1002,1450
Putnam,Ohio,34451,88,11799448,16412,.824,3195,.16,.016,1890,2229
Hardin,Ohio,30696,88,11799448,9949,.751,3062,.231,.018,407,697
Jackson,Ohio,32653,88,11799448,11309,.764,3311,.224,.012,265,306
Holmes,Ohio,44223,88,11799448,10796,.834,1994,.154,.012,329,474
Sandusky,Ohio,58896,88,11799448,18896,.628,10596,.352,.02,5435,6055
Van Wert,Ohio,28931,88,11799448,11650,.779,3067,.205,.016,740,1097
Cuyahoga,Ohio,1264817,88,11799448,202699,.324,416176,.665,.0109999999999999,61270,83327
Coshocton,Ohio,36612,88,11799448,12325,.736,4125,.246,.018,279,401
Fulton,Ohio,42713,88,11799448,15731,.6909999999999999,6664,.293,.0160000000000001,3341,3791
Portage,Ohio,161791,88,11799448,45990,.555,35661,.43,.015,2073,3505
Harrison,Ohio,14483,88,11799448,5792,.757,1768,.231,.012,79,130
Tuscarawas,Ohio,93263,88,11799448,30458,.6919999999999999,12889,.293,.0150000000000001,1767,3962
Summit,Ohio,540428,88,11799448,124833,.445,151668,.541,.0139999999999999,8660,13206
Union,Ohio,62784,88,11799448,21669,.648,11141,.333,.019,661,1534
Ross,Ohio,77093,88,11799448,22278,.669,10557,.317,.014,748,1031
Hamilton,Ohio,830639,88,11799448,177886,.413,246266,.572,.015,20607,36250
Franklin,Ohio,1323807,88,11799448,211237,.335,409144,.649,.016,55718,91182
Ashtabula,Ohio,97574,88,11799448,26890,.609,16497,.374,.017,3441,4489
Preble,Ohio,40999,88,11799448,17022,.781,4493,.206,.013,254,386
Allen,Ohio,102206,88,11799448,33116,.6899999999999999,14149,.295,.0150000000000001,2513,3272
Hancock,Ohio,74920,88,11799448,26310,.679,11757,.303,.018,3363,4198
Lake,Ohio,232603,88,11799448,73278,.5620000000000001,55514,.425,.013,7825,11362
Hocking,Ohio,28050,88,11799448,9737,.705,3880,.281,.014,198,232
Champaign,Ohio,38714,88,11799448,14589,.731,5062,.254,.015,451,648
Ashland,Ohio,52447,88,11799448,19407,.735,6541,.248,.017,501,862
Mahoning,Ohio,228614,88,11799448,59903,.504,57641,.485,.011,11136,14093
Geauga,Ohio,95397,88,11799448,34143,.61,21201,.379,.011,1001,1664
Wyandot,Ohio,21900,88,11799448,8462,.743,2733,.24,.017,504,641
Vinton,Ohio,12800,88,11799448,4632,.769,1331,.221,.01,71,84
Brown,Ohio,43676,88,11799448,16480,.781,4380,.208,.011,269,487
Pickaway,Ohio,58539,88,11799448,20593,.729,7304,.258,.013,588,903
Huron,Ohio,58565,88,11799448,18956,.697,7759,.285,.0180000000000001,3333,4084
Meigs,Ohio,22210,88,11799448,8316,.759,2492,.228,.013,115,172
Madison,Ohio,43824,88,11799448,13835,.697,5698,.287,.0160000000000001,622,1263
Butler,Ohio,390357,88,11799448,114392,.613,69613,.373,.014,14670,25265
Wayne,Ohio,116894,88,11799448,36759,.677,16660,.307,.016,1800,2755
Fayette,Ohio,28951,88,11799448,9473,.751,2975,.236,.013,520,681
Perry,Ohio,35408,88,11799448,12357,.741,4098,.246,.013,195,252
Medina,Ohio,182470,88,11799448,64598,.611,39800,.376,.013,2747,4592
Washington,Ohio,59771,88,11799448,22307,.696,9243,.289,.0150000000000001,461,717
Clark,Ohio,136001,88,11799448,39032,.608,24076,.375,.017,3805,5313
Lucas,Ohio,431279,88,11799448,81763,.408,115411,.575,.0170000000000001,26974,32167
Gallia,Ohio,29220,88,11799448,10645,.771,2990,.217,.012,275,262
Trumbull,Ohio,201977,88,11799448,55194,.547,44519,.441,.012,2801,4179
Seneca,Ohio,55069,88,11799448,17086,.662,8266,.32,.018,2524,2899
Guernsey,Ohio,38438,88,11799448,13407,.736,4577,.251,.013,349,444
Mercer,Ohio,42528,88,11799448,19452,.819,4030,.17,.011,614,928
Marion,Ohio,65359,88,11799448,19023,.6840000000000001,8269,.297,.019,1503,1956
Scioto,Ohio,74008,88,11799448,22609,.706,9080,.283,.0110000000000001,888,1052
Erie,Ohio,75622,88,11799448,22160,.549,17493,.434,.017,2604,3130
Richland,Ohio,124936,88,11799448,41472,.6919999999999999,17640,.294,.0140000000000001,1732,2615
Wood,Ohio,132248,88,11799448,35757,.529,30617,.453,.018,5663,8280
Noble,Ohio,14115,88,11799448,5135,.8100000000000001,1170,.184,.0059999999999999,52,173
Morgan,Ohio,13802,88,11799448,5041,.736,1725,.252,.012,97,127
Adams,Illinois,65737,102,12812508,8633,.257,24220,.722,.021,776,1287
Mercer,Illinois,15699,102,12812508,3280,.369,5418,.609,.022,307,468
McDonough,Illinois,27238,102,12812508,4992,.406,7027,.572,.022,867,962
Shelby,Illinois,20990,102,12812508,2504,.207,9426,.779,.014,180,213
Hardin,Illinois,3649,102,12812508,449,.208,1691,.782,.01,56,65
Macon,Illinois,103998,102,12812508,19847,.402,28589,.579,.019,2072,2733
Lee,Illinois,34145,102,12812508,6407,.391,9630,.587,.022,1802,2324
Schuyler,Illinois,6902,102,12812508,1068,.273,2773,.71,.017,90,152
Pope,Illinois,3763,102,12812508,433,.199,1722,.792,.0089999999999999,64,71
Jasper,Illinois,9287,102,12812508,1007,.181,4494,.806,.0129999999999999,79,84
Crawford,Illinois,18679,102,12812508,2202,.234,7043,.747,.019,362,447
Lawrence,Illinois,15280,102,12812508,1419,.221,4886,.762,.017,553,514
Vermilion,Illinois,74188,102,12812508,10323,.327,20725,.656,.017,3441,3816
DuPage,Illinois,932877,102,12812508,281222,.58,193611,.399,.021,121506,144291
Greene,Illinois,11985,102,12812508,1349,.217,4770,.766,.017,115,106
Rock Island,Illinois,144672,102,12812508,36691,.55,28603,.428,.022,17118,19842
Hamilton,Illinois,7993,102,12812508,824,.191,3432,.795,.0139999999999999,105,96
Brown,Illinois,6244,102,12812508,486,.193,1931,.766,.0409999999999999,402,282
Mason,Illinois,13086,102,12812508,1985,.293,4654,.6879999999999999,.0190000000000001,117,184
Sangamon,Illinois,196343,102,12812508,48917,.467,53485,.511,.0219999999999999,3480,5309
DeKalb,Illinois,100420,102,12812508,24643,.515,21905,.458,.027,10647,13597
Marshall,Illinois,11742,102,12812508,2005,.317,4197,.663,.02,314,323
Kankakee,Illinois,107502,102,12812508,20271,.406,28532,.572,.022,10167,12520
Boone,Illinois,53448,102,12812508,10542,.422,13883,.556,.022,10967,12880
Grundy,Illinois,52533,102,12812508,9626,.361,16523,.619,.02,4096,5712
Clark,Illinois,15455,102,12812508,1993,.239,6226,.745,.016,172,246
LaSalle,Illinois,109658,102,12812508,22442,.419,30113,.5620000000000001,.0189999999999999,9135,11456
Kendall,Illinois,131869,102,12812508,33168,.518,29492,.461,.021,17898,27127
Fayette,Illinois,21488,102,12812508,1826,.182,8055,.801,.017,304,657
Champaign,Illinois,205865,102,12812508,57067,.6,35285,.371,.029,10607,16666
Randolph,Illinois,30163,102,12812508,3592,.241,11076,.744,.015,867,1031
McHenry,Illinois,310229,102,12812508,78154,.477,82260,.502,.021,35249,46705
Cass,Illinois,13042,102,12812508,1615,.304,3625,.6820000000000001,.0139999999999999,2291,2789
Union,Illinois,17244,102,12812508,2579,.29,6161,.6929999999999999,.017,863,867
Peoria,Illinois,181830,102,12812508,43578,.519,38252,.456,.025,7102,10091
Monroe,Illinois,34962,102,12812508,6569,.311,14142,.669,.02,450,646
Douglas,Illinois,19740,102,12812508,2335,.267,6227,.713,.02,1210,1565
Lake,Illinois,714342,102,12812508,204032,.611,123594,.37,.019,139987,171962
Logan,Illinois,27987,102,12812508,3840,.289,9136,.6870000000000001,.024,893,818
St. Clair,Illinois,257400,102,12812508,68325,.533,57150,.446,.021,8785,12582
Montgomery,Illinois,28288,102,12812508,3905,.284,9544,.695,.021,459,587
Wayne,Illinois,16179,102,12812508,1187,.14,7176,.846,.014,176,182
Edgar,Illinois,16866,102,12812508,1887,.23,6193,.756,.014,187,225
Fulton,Illinois,33609,102,12812508,6503,.39,9867,.592,.018,896,738
Wabash,Illinois,11361,102,12812508,1253,.224,4237,.758,.018,158,178
Henderson,Illinois,6387,102,12812508,1187,.325,2394,.656,.019,79,112
Gallatin,Illinois,4946,102,12812508,622,.233,2019,.755,.012,66,53
Madison,Illinois,265859,102,12812508,57836,.422,76031,.554,.024,7313,10797
Marion,Illinois,37729,102,12812508,4524,.259,12678,.726,.015,542,712
Kane,Illinois,516522,102,12812508,130166,.5610000000000001,96775,.417,.022,158390,169595
Iroquois,Illinois,27077,102,12812508,2908,.207,10877,.776,.017,1584,2085
Carroll,Illinois,15702,102,12812508,2748,.342,5105,.636,.0219999999999999,437,757
Jefferson,Illinois,37113,102,12812508,4608,.265,12476,.717,.018,799,899
Calhoun,Illinois,4437,102,12812508,677,.244,2046,.738,.018,40,64
Bureau,Illinois,33244,102,12812508,6669,.383,10411,.597,.02,2695,3095
Jackson,Illinois,52974,102,12812508,11181,.494,10890,.481,.025,2403,2837
Alexander,Illinois,5240,102,12812508,1114,.426,1486,.5679999999999999,.0060000000000001,155,82
Richland,Illinois,15813,102,12812508,1830,.227,6089,.755,.018,205,273
Clinton,Illinois,36899,102,12812508,4493,.234,14304,.746,.02,1058,1387
Washington,Illinois,13761,102,12812508,1641,.208,6115,.774,.018,197,224
Warren,Illinois,16835,102,12812508,3090,.391,4676,.591,.018,1490,1789
Livingston,Illinois,35815,102,12812508,4615,.269,12208,.711,.02,1532,1859
Moultrie,Illinois,14526,102,12812508,1662,.246,4964,.736,.018,129,194
Jo Daviess,Illinois,22035,102,12812508,5109,.409,7166,.574,.017,609,856
Whiteside,Illinois,55691,102,12812508,12253,.448,14527,.531,.021,6455,7131
Morgan,Illinois,32915,102,12812508,5076,.332,9950,.65,.0179999999999999,712,838
Ogle,Illinois,51788,102,12812508,9428,.359,16248,.618,.023,4741,5797
Massac,Illinois,14169,102,12812508,1725,.253,4997,.733,.014,290,333
Williamson,Illinois,67153,102,12812508,10206,.303,22801,.678,.019,1301,1779
Christian,Illinois,34032,102,12812508,4335,.268,11563,.714,.018,471,1094
Jersey,Illinois,21512,102,12812508,2961,.248,8712,.73,.022,222,327
McLean,Illinois,170954,102,12812508,43933,.505,40502,.466,.029,7434,10524
Cumberland,Illinois,10450,102,12812508,1142,.196,4601,.789,.015,75,112
Woodford,Illinois,38467,102,12812508,6160,.287,14799,.6909999999999999,.0220000000000001,527,740
Effingham,Illinois,34668,102,12812508,3716,.195,15006,.788,.0169999999999999,597,872
Stark,Illinois,5400,102,12812508,815,.283,2004,.695,.0220000000000001,59,132
Tazewell,Illinois,131343,102,12812508,24819,.359,42513,.616,.025,2514,3161
Scott,Illinois,4949,102,12812508,572,.209,2114,.772,.019,43,48
Johnson,Illinois,13308,102,12812508,1281,.199,5059,.786,.0149999999999999,376,552
Ford,Illinois,13534,102,12812508,1754,.252,5048,.726,.022,294,554
Franklin,Illinois,37804,102,12812508,4760,.256,13622,.731,.013,475,642
Saline,Illinois,23768,102,12812508,2789,.252,8103,.732,.016,340,473
Coles,Illinois,46863,102,12812508,8067,.357,14037,.621,.022,1155,1768
Perry,Illinois,20945,102,12812508,2612,.26,7313,.727,.013,599,714
Menard,Illinois,12297,102,12812508,2022,.292,4764,.6879999999999999,.02,121,160
Winnebago,Illinois,285350,102,12812508,64056,.502,60861,.477,.021,32177,40952
Hancock,Illinois,17620,102,12812508,2315,.247,6906,.736,.017,185,318
De Witt,Illinois,15516,102,12812508,2191,.273,5632,.702,.025,354,510
Will,Illinois,696355,102,12812508,183915,.533,155116,.449,.018,105817,130851
Piatt,Illinois,16673,102,12812508,3329,.339,6248,.636,.025,167,247
Cook,Illinois,5275541,102,12812508,1725973,.744,558269,.24,.016,1244762,1382778
White,Illinois,13877,102,12812508,1517,.204,5791,.78,.016,158,188
Macoupin,Illinois,44967,102,12812508,7365,.307,16153,.672,.021,418,570
Pike,Illinois,14739,102,12812508,1484,.187,6332,.797,.0159999999999999,172,262
Bond,Illinois,16725,102,12812508,2288,.281,5625,.6909999999999999,.028,547,604
Clay,Illinois,13288,102,12812508,1129,.164,5629,.8169999999999999,.019,151,223
Henry,Illinois,49284,102,12812508,9797,.382,15300,.597,.021,2402,3170
Pulaski,Illinois,5193,102,12812508,891,.34,1699,.647,.0129999999999999,97,204
Knox,Illinois,49967,102,12812508,10703,.462,12009,.519,.019,2558,3051
Edwards,Illinois,6245,102,12812508,488,.145,2833,.842,.013,59,63
Putnam,Illinois,5637,102,12812508,1338,.395,1993,.588,.017,252,348
Stephenson,Illinois,44630,102,12812508,9055,.411,12521,.5679999999999999,.021,1406,2254
Northampton,Pennsylvania,312951,67,13002700,85087,.498,83854,.491,.011,31179,44597
Philadelphia,Pennsylvania,1603797,67,13002700,603790,.8139999999999999,132740,.179,.0070000000000001,187611,238277
Clarion,Pennsylvania,37241,67,13002700,4678,.24,14578,.748,.012,245,387
Columbia,Pennsylvania,64727,67,13002700,10532,.338,20098,.645,.0169999999999999,1349,2140
Blair,Pennsylvania,122822,67,13002700,17636,.277,45306,.712,.011,1230,1708
Clearfield,Pennsylvania,80562,67,13002700,9673,.245,29203,.741,.014,1907,2637
Erie,Pennsylvania,270876,67,13002700,68286,.498,66869,.488,.014,9518,12030
York,Pennsylvania,456438,67,13002700,88114,.369,146733,.615,.016,24397,39360
Lancaster,Pennsylvania,552984,67,13002700,115847,.413,160209,.572,.015,44930,61171
Armstrong,Pennsylvania,65558,67,13002700,8457,.233,27489,.756,.011,366,490
Lehigh,Pennsylvania,374557,67,13002700,98288,.532,84259,.456,.012,65615,96981
Mercer,Pennsylvania,110652,67,13002700,21067,.364,36143,.624,.012,1248,1609
Tioga,Pennsylvania,41045,67,13002700,4955,.235,15742,.747,.018,437,640
Franklin,Pennsylvania,155932,67,13002700,22422,.278,57245,.709,.013,6438,10764
Allegheny,Pennsylvania,1250578,67,13002700,429065,.596,282324,.392,.012,19070,34325
Lebanon,Pennsylvania,143257,67,13002700,23932,.334,46731,.652,.0139999999999999,12410,20348
Clinton,Pennsylvania,37450,67,13002700,5502,.312,11902,.675,.0129999999999999,437,662
Snyder,Pennsylvania,39736,67,13002700,4910,.257,13983,.731,.012,657,977
Jefferson,Pennsylvania,44492,67,13002700,4527,.198,17960,.787,.015,275,397
Delaware,Pennsylvania,576830,67,13002700,206423,.629,118532,.361,.01,16537,26772
Cambria,Pennsylvania,133472,67,13002700,21730,.308,48085,.681,.0109999999999999,2006,2465
Chester,Pennsylvania,534413,67,13002700,182372,.58,128565,.409,.0110000000000001,32503,43542
Carbon,Pennsylvania,64749,67,13002700,11212,.333,21984,.654,.013,2145,3642
Wyoming,Pennsylvania,26069,67,13002700,4704,.317,9936,.669,.014,437,581
Lackawanna,Pennsylvania,215896,67,13002700,61991,.537,52334,.453,.01,10682,18267
Cumberland,Pennsylvania,259469,67,13002700,62245,.44,77212,.545,.015,6448,11975
Westmoreland,Pennsylvania,354663,67,13002700,72129,.352,130218,.636,.012,3179,5230
Elk,Pennsylvania,30990,67,13002700,4522,.267,12140,.718,.015,183,294
Washington,Pennsylvania,209349,67,13002700,45088,.381,72080,.608,.011,2366,4021
Berks,Pennsylvania,428849,67,13002700,92895,.452,109736,.534,.014,67355,99550
Juniata,Pennsylvania,23509,67,13002700,2253,.187,9649,.801,.0119999999999999,623,908
Montour,Pennsylvania,18136,67,13002700,3771,.386,5844,.598,.016,324,487
Lycoming,Pennsylvania,114188,67,13002700,16971,.286,41462,.7,.014,1559,2374
Greene,Pennsylvania,35954,67,13002700,4911,.278,12579,.712,.01,465,510
Schuylkill,Pennsylvania,143049,67,13002700,20727,.294,48871,.6919999999999999,.014,4080,8064
Bedford,Pennsylvania,47577,67,13002700,4367,.158,23025,.835,.007,450,519
Wayne,Pennsylvania,51155,67,13002700,9191,.327,18637,.663,.01,1816,2347
Huntingdon,Pennsylvania,44092,67,13002700,5445,.239,17061,.749,.012,727,852
Indiana,Pennsylvania,83246,67,13002700,12634,.307,28089,.6820000000000001,.011,947,1476
Crawford,Pennsylvania,83938,67,13002700,12924,.308,28559,.68,.0119999999999999,823,1241
Mifflin,Pennsylvania,46143,67,13002700,4603,.214,16670,.775,.011,534,979
Fulton,Pennsylvania,14556,67,13002700,1085,.136,6824,.855,.009,123,146
Venango,Pennsylvania,50454,67,13002700,7585,.286,18569,.7,.014,478,577
Bradford,Pennsylvania,59967,67,13002700,8046,.267,21600,.716,.017,702,873
Montgomery,Pennsylvania,856553,67,13002700,319511,.626,185460,.364,.01,34233,54512
Union,Pennsylvania,42681,67,13002700,7475,.372,12356,.614,.014,2346,2000
Monroe,Pennsylvania,168327,67,13002700,44060,.526,38726,.462,.012,22288,28558
Dauphin,Pennsylvania,286401,67,13002700,78983,.536,66408,.451,.013,18795,31251
Forest,Pennsylvania,6973,67,13002700,728,.275,1882,.711,.014,418,323
Pike,Pennsylvania,58535,67,13002700,13019,.4,19213,.59,.01,5173,6719
McKean,Pennsylvania,40432,67,13002700,5098,.262,14083,.723,.015,757,642
Luzerne,Pennsylvania,325594,67,13002700,64873,.423,86929,.5669999999999999,.01,21491,46898
